nExp,  A0x,  A0y,  A1x,  A1y,  A2x,  A2y,  A3x,  A3y,  A4x,  A4y,  A5x,  A5y,  A6x,  A6y,  A7x,  A7y,  A8x,  A8y 
 728,   10,   51,    1,   15,    1,   50,   11,   54,   10,   64,    0,   37,   10,   57,    1,   33,   10,   37
 729,    1,   22,   10,   55,    1,   12,   11,   54,   11,   54,   11,   60,    0,   29,   11,   55,    1,   40
 730,    1,   27,    1,   37,    1,   18,   10,   62,   11,   61,   10,   57,    0,   32,   10,   59,    0,   23
 731,   10,   51,   10,   50,   11,   55,    0,   46,   11,   60,    1,   30,    1,   23,   11,   63,   11,   58
 732,    1,   23,    0,   40,   10,   64,   11,   56,   11,   56,    0,   45,   11,   58,   10,   56,    1,   14
 733,   10,   54,   10,   57,   10,   40,   10,   42,   10,   54,    1,   59,    1,   65,   10,   63,   10,   53
 734,   11,   57,   11,   65,    0,   22,   11,   56,    0,   47,   10,   58,   11,   54,    1,   28,   11,   61
 735,    1,   34,    1,   30,   10,   51,   10,   49,    0,   18,   11,   63,   11,   54,    1,   27,    1,   38
 736,   11,   59,   11,   60,    1,   20,    0,   42,   11,   64,    1,   46,    0,   21,    1,   61,   11,   60
 737,   10,   62,   10,   38,   11,   61,    1,   12,    1,   49,    0,   53,    0,   37,   10,   37,    0,   59
 738,   11,   55,   11,   61,   11,   65,   10,   62,    0,   49,   11,   56,   11,   62,    0,   34,    0,   53
 739,    1,   58,   10,   38,    1,   43,   11,   55,   10,   51,   10,   38,    0,   53,   10,   51,    0,   18
 740,    1,   23,   10,   63,   10,   54,    1,   28,   11,   54,    0,   42,   11,   54,    0,   31,    1,   13
 741,    1,   43,   10,   46,   10,   39,    0,   31,   11,   59,    1,   52,   11,   55,   11,   63,    1,   22
 742,    1,   57,    0,   26,   11,   61,   10,   50,    1,   64,    0,   50,    1,   12,   10,   57,   11,   60
 743,    0,   33,   10,   53,   11,   65,   10,   40,   10,   39,    1,   15,   11,   60,   10,   37,    0,   27
 744,    1,   20,    0,   44,    0,   64,   11,   65,   11,   57,   11,   56,    0,   33,   10,   39,   11,   54
 745,   11,   62,   10,   58,   10,   56,    0,   32,   10,   54,   10,   57,   10,   45,   11,   65,    1,   36
 746,    1,   16,   10,   60,    0,   43,   10,   39,    1,   17,    1,   44,   10,   65,   10,   63,   10,   61
 747,    1,   23,    1,   55,    1,   13,   11,   54,    1,   39,   10,   48,   11,   65,    1,   24,    1,   31
 748,    1,   25,    0,   32,    1,   20,   10,   58,    1,   20,   10,   44,    1,   36,    1,   57,    0,   34
 749,    0,   65,   11,   59,    0,   37,    0,   20,    0,   31,    0,   33,   11,   65,    0,   52,    0,   36
 750,   11,   58,   10,   56,   11,   60,    0,   30,   10,   46,   10,   57,    1,   24,   10,   48,   10,   47
 751,    1,   57,   11,   59,    1,   36,   10,   43,   10,   49,    1,   33,    0,   18,    1,   63,   10,   40
 752,   10,   48,    0,   39,   11,   65,    1,   49,   11,   61,    0,   19,   11,   57,    0,   49,   10,   52
 753,   10,   42,   10,   36,    1,   12,   10,   43,   11,   64,    0,   49,   11,   62,    0,   48,    0,   25
 754,   10,   56,    0,   45,   11,   61,   10,   42,   10,   40,   11,   56,   11,   54,   10,   45,    1,   44
 755,    0,   64,    0,   44,   10,   45,   11,   63,    0,   39,   10,   36,   11,   62,    1,   54,    1,   35
 756,   11,   57,   11,   62,    0,   32,    0,   47,    1,   61,    0,   29,   11,   61,    1,   12,   11,   58
 757,   10,   45,    0,   60,    1,   50,   11,   58,   10,   38,    0,   47,   11,   65,   11,   60,    1,   50
 758,   10,   61,   11,   62,    1,   38,   10,   57,    0,   20,    0,   27,    1,   14,   10,   45,    0,   51
 759,   11,   61,   11,   63,    1,   51,    1,   64,    0,   44,   10,   56,    0,   38,    0,   18,   11,   55
 760,    1,   50,   10,   48,   11,   64,    0,   60,    0,   22,    0,   34,    1,   12,    0,   43,    1,   59
 761,    1,   17,    0,   39,   11,   57,    0,   31,    0,   61,    0,   21,   11,   56,   10,   45,    1,   65
 762,   10,   43,   10,   55,   11,   54,    0,   64,    1,   53,    1,   46,    0,   52,   11,   55,    0,   41
 763,   10,   58,    1,   27,   10,   61,    1,   21,   11,   61,   11,   65,    0,   56,   10,   60,    0,   57
 764,   11,   56,    1,   51,    0,   34,    0,   44,    1,   42,    0,   43,   11,   64,    0,   20,   11,   59
 765,    1,   14,   11,   55,   10,   60,   11,   54,    0,   43,   11,   59,    1,   14,    1,   30,    1,   32
 766,    0,   40,   10,   44,   10,   56,    1,   21,    0,   48,    0,   64,   10,   54,    1,   43,    0,   46
 767,    1,   60,   11,   63,   11,   63,   11,   55,   11,   64,   10,   62,   11,   54,   11,   59,   10,   45
 768,   10,   53,    0,   42,    0,   49,    0,   35,   10,   64,    0,   25,    1,   28,   10,   60,    0,   50
 769,   11,   64,    1,   26,   10,   47,   10,   56,    1,   52,   11,   62,    1,   37,   11,   60,    0,   42
 770,    1,   60,   10,   41,    0,   62,    0,   49,    1,   31,   10,   48,    0,   31,    1,   43,   11,   59
 771,   11,   58,    1,   55,    1,   65,   10,   55,   10,   46,   10,   46,    0,   24,    1,   46,    1,   30
 772,    0,   51,    0,   65,    1,   58,   10,   54,   10,   52,   11,   55,    0,   22,   10,   41,   10,   60
 773,    1,   51,    0,   58,   11,   54,    1,   40,    1,   16,   10,   57,   11,   55,   11,   63,    0,   46
 774,   11,   61,    0,   55,    0,   48,    1,   63,    1,   21,    1,   56,    1,   64,   10,   57,    0,   61
 775,   11,   65,   11,   63,    1,   39,   11,   54,   11,   61,   10,   61,    0,   61,    1,   12,   11,   56
 776,   11,   56,    0,   44,    0,   27,   11,   60,   11,   64,    1,   65,    1,   58,   10,   36,   10,   48
 777,    0,   62,   10,   62,   11,   64,   11,   54,    0,   31,    1,   25,   11,   56,    1,   47,    1,   58
 778,   10,   44,    0,   50,    1,   43,   10,   45,    1,   18,   11,   57,   11,   64,    0,   29,   10,   47
 779,   11,   62,   11,   58,   10,   36,    0,   55,    0,   36,   11,   54,   11,   58,   11,   65,   10,   48
 780,   11,   57,    0,   40,    1,   60,    1,   62,   10,   37,    1,   17,   10,   51,   10,   54,    0,   39
 781,   10,   38,   11,   58,   11,   65,   10,   56,    1,   37,   11,   65,   10,   46,   10,   51,    1,   40
 782,   10,   40,    1,   39,    0,   43,   10,   53,   10,   45,   10,   42,    1,   59,    1,   27,   11,   64
 783,    0,   34,   10,   43,   10,   47,   10,   53,    0,   61,    1,   12,   11,   65,    0,   63,    0,   19
 784,    0,   23,    1,   44,   11,   58,    0,   52,    1,   29,   11,   64,    0,   28,    0,   56,   10,   56
 785,   11,   57,    1,   15,    1,   25,    1,   23,    0,   19,    0,   47,    0,   26,   11,   55,   11,   60
 786,    1,   49,   10,   65,    1,   63,   10,   60,   10,   42,    1,   22,   11,   59,   10,   36,   11,   58
 787,    0,   28,    0,   39,    0,   45,    1,   14,   10,   58,   10,   44,    1,   64,    0,   62,    1,   13
 788,   10,   36,   11,   56,    0,   26,    1,   20,    0,   46,   11,   58,   11,   56,    1,   53,    1,   65
 789,   10,   43,    1,   63,   10,   47,   11,   55,   10,   45,   11,   60,   10,   61,    1,   29,   10,   62
 790,    1,   23,   11,   59,    1,   65,   10,   42,    1,   38,   10,   50,   11,   65,    0,   28,   11,   61
 791,    1,   18,   11,   57,    0,   21,    0,   38,   10,   39,    1,   55,    0,   18,    0,   59,   10,   54
 792,   11,   65,   11,   56,   11,   60,    0,   26,    1,   13,    0,   54,   11,   65,   11,   59,   10,   44
 793,    0,   65,   11,   63,    1,   31,   10,   64,    1,   57,    1,   49,   11,   62,   10,   58,   11,   54
 794,   10,   51,   10,   41,    1,   44,   11,   56,    0,   37,   10,   49,    1,   12,   10,   57,    0,   51
 795,    0,   22,   11,   62,   10,   50,    1,   19,    1,   16,    0,   23,    0,   22,   11,   60,    1,   65
 796,   10,   43,   10,   59,   11,   63,    1,   20,   10,   58,   10,   56,   10,   50,    0,   64,    1,   23
 797,   10,   38,    0,   33,   11,   58,    0,   29,    1,   15,   10,   36,    0,   45,   11,   59,    1,   63
 798,   10,   64,    0,   38,   10,   44,    0,   55,    1,   46,    0,   19,   11,   65,   11,   63,    1,   50
 799,   10,   42,   10,   47,   10,   62,    0,   47,   10,   41,   10,   37,   11,   56,    1,   56,    1,   48
 800,    0,   37,   10,   60,    1,   17,   11,   54,   10,   52,    1,   35,   10,   58,   10,   42,    0,   19
 801,   10,   65,    1,   45,   10,   42,    0,   24,    0,   29,   11,   60,   10,   38,   11,   54,   11,   54
 802,   10,   52,    0,   32,   11,   57,    0,   42,    0,   61,    0,   58,    1,   45,    0,   36,   10,   39
 803,   10,   42,   10,   41,   11,   62,    1,   54,   11,   62,   10,   60,   10,   65,    1,   13,   11,   59
 804,   11,   55,   11,   58,   10,   49,    0,   61,   10,   54,   10,   65,    1,   28,   11,   62,   11,   59
 805,    0,   28,    1,   28,    0,   39,    0,   34,   11,   58,   11,   65,   11,   54,   10,   57,    0,   42
 806,    0,   43,    0,   58,    0,   64,    0,   43,    0,   30,   11,   55,    0,   62,   11,   56,    0,   62
 807,    1,   29,   10,   50,   11,   56,   11,   60,    0,   27,    0,   50,   11,   54,   11,   63,   10,   41
 808,   10,   47,    1,   60,   11,   54,   11,   60,    0,   37,   11,   64,    0,   45,   11,   56,   10,   40
 809,   11,   62,    0,   63,   10,   60,   11,   58,    0,   60,    0,   60,    0,   62,    1,   37,   10,   37
 810,    0,   44,    0,   49,    0,   23,    1,   50,   10,   48,   11,   62,    0,   22,    0,   39,   11,   64
 811,    1,   32,    0,   30,   11,   56,   11,   60,   10,   65,    0,   19,    1,   62,   11,   58,   11,   57
 812,    1,   65,    1,   39,    1,   55,    1,   26,    0,   54,    0,   19,   11,   57,    1,   28,    1,   24
 813,   11,   56,   11,   54,    1,   38,   10,   47,    1,   13,   11,   65,   11,   54,   11,   59,    0,   64
 814,   10,   46,   10,   44,    0,   26,    1,   30,    0,   42,    0,   40,    0,   24,   11,   58,   11,   61
 815,    0,   24,    1,   62,   11,   56,    0,   23,    0,   38,    1,   51,   11,   59,    0,   54,    1,   20
 816,    1,   56,    1,   44,    0,   61,   10,   37,   11,   58,   11,   63,   11,   57,   10,   47,   10,   61
 817,    0,   24,    0,   38,   10,   58,   10,   39,    0,   51,   11,   59,    1,   26,   11,   58,   10,   38
 818,   11,   56,    1,   21,   11,   55,    1,   31,   10,   59,   11,   56,    0,   34,    1,   50,    0,   45
 819,    0,   31,    1,   60,   10,   37,    1,   17,   11,   58,   11,   61,   11,   58,   11,   56,   10,   65
 820,    0,   22,    1,   24,   11,   60,    0,   24,    0,   49,   11,   54,   11,   59,    0,   26,   11,   62
 821,    1,   49,   10,   45,    1,   63,   11,   62,   10,   50,   11,   56,    1,   49,    0,   20,   11,   56
 822,   10,   56,    0,   59,   11,   54,    0,   59,   11,   59,    0,   26,    1,   49,   10,   58,    0,   54
 823,    1,   55,   11,   57,   11,   54,   11,   63,   10,   60,   11,   58,   10,   54,    0,   58,    0,   20
 824,   11,   65,   10,   44,    0,   65,    0,   48,   10,   40,   11,   57,   10,   58,   11,   63,    1,   41
 825,    1,   37,    1,   30,    1,   31,   11,   57,    1,   24,   11,   54,   10,   39,    1,   23,    1,   44
 826,    1,   16,    1,   62,    1,   57,    1,   65,   11,   65,   11,   60,    0,   65,    0,   57,   11,   54
 827,   11,   65,   11,   62,    1,   46,   11,   65,   11,   62,   10,   41,   11,   57,    0,   24,    1,   57
 828,    0,   36,    0,   26,    1,   43,    0,   35,   11,   60,    1,   40,   10,   63,    0,   44,   10,   56
 829,   10,   43,    0,   64,   10,   43,    1,   37,   11,   54,   11,   56,   11,   62,   11,   55,    0,   57
 830,   10,   53,   11,   65,   10,   65,   11,   65,   10,   37,    0,   48,    0,   37,   11,   64,    0,   54
 831,   11,   63,   11,   65,   10,   45,    1,   35,   10,   38,    1,   62,   11,   57,    0,   43,    0,   28
 832,    1,   56,    0,   20,   10,   55,   11,   65,   10,   56,    1,   31,    0,   64,   10,   38,    0,   24
 833,   10,   57,    0,   36,   10,   43,   10,   45,   10,   53,   10,   39,   11,   58,    0,   54,   11,   56
 834,    1,   43,    1,   33,   10,   64,   10,   62,    0,   43,   10,   62,    1,   52,   10,   50,    1,   19
 835,    1,   39,   11,   62,    1,   15,    0,   54,    0,   57,   11,   56,    1,   36,   10,   58,    0,   23
 836,    0,   51,    1,   17,   11,   55,   11,   63,    0,   47,    1,   29,   11,   57,    1,   42,    1,   42
 837,   10,   56,   11,   54,   10,   64,   11,   60,    0,   33,   10,   58,    1,   56,   11,   65,   10,   52
 838,   11,   64,    0,   37,   11,   55,    1,   40,   10,   51,    1,   60,    0,   29,    0,   62,   11,   57
 839,    1,   42,    0,   57,   10,   41,    1,   20,    0,   21,   11,   59,   11,   63,    0,   58,    0,   62
 840,   11,   65,   10,   42,    0,   56,   11,   60,    0,   28,    1,   23,   11,   64,    1,   48,    0,   50
 841,   11,   55,    0,   21,   11,   65,    1,   48,   10,   38,   11,   56,    0,   31,   11,   65,    1,   30
 842,   10,   58,    0,   62,    1,   21,    0,   58,   11,   61,    0,   27,   11,   62,   11,   60,    0,   25
 843,    1,   41,   11,   61,   11,   65,    1,   30,   10,   55,    1,   34,   11,   57,   11,   54,    1,   56
 844,   11,   55,   11,   61,   11,   65,   10,   64,    0,   20,    0,   60,   10,   39,    0,   20,    1,   23
 845,   10,   44,   11,   60,   10,   52,    1,   23,    0,   38,    0,   18,    0,   64,    0,   42,   10,   42
 846,    0,   53,    1,   65,   10,   37,    0,   47,    1,   16,   11,   65,   11,   63,    1,   12,    1,   14
 847,   10,   50,   11,   65,    0,   38,    0,   50,   10,   65,    0,   59,    1,   31,   11,   59,   10,   64
 848,   11,   59,    0,   36,   10,   42,    0,   23,    1,   62,   11,   65,   10,   50,   11,   61,   10,   45
 849,   11,   65,   11,   63,   11,   60,    1,   52,    0,   37,   10,   51,    0,   42,   11,   55,    0,   35
 850,   10,   59,   10,   38,    0,   52,    0,   36,   10,   41,   10,   52,    1,   16,    1,   38,   11,   54
 851,   10,   43,    0,   24,    0,   21,    1,   27,    1,   45,   10,   53,    0,   22,   11,   65,    0,   46
 852,    0,   22,    0,   53,   10,   47,   11,   55,   11,   58,   10,   36,    0,   44,    0,   33,    0,   23
 853,   11,   56,   11,   64,    0,   60,    0,   26,    0,   27,   11,   55,    0,   32,   10,   63,   10,   59
 854,    1,   46,    1,   50,    1,   15,   11,   58,    0,   65,    0,   33,    0,   49,    0,   49,    1,   28
 855,    0,   22,   10,   57,    0,   48,    1,   60,    0,   38,   10,   54,   11,   58,    1,   35,   11,   56
 856,    0,   22,   10,   63,   11,   64,    1,   47,    1,   25,    1,   26,   10,   45,   10,   54,   10,   44
 857,   11,   57,   10,   62,   11,   56,    0,   33,   10,   37,    0,   33,    1,   46,   11,   54,   10,   44
 858,    0,   27,    0,   55,   11,   57,    0,   37,    0,   19,   11,   60,    1,   33,   10,   53,   10,   42
 859,   10,   57,    1,   12,   11,   62,   11,   55,   11,   57,   11,   64,   11,   63,    0,   63,   10,   44
 860,    1,   59,   10,   52,   11,   65,    1,   15,   11,   56,   10,   61,   11,   54,   10,   56,    1,   44
 861,    0,   27,   11,   57,   10,   56,   10,   44,   10,   37,   10,   39,   11,   62,    0,   41,    1,   15
 862,   10,   41,    1,   16,    0,   49,    1,   12,   10,   58,    0,   54,   10,   42,    0,   52,    0,   51
 863,   11,   61,   11,   58,   11,   61,   11,   59,   10,   48,   10,   41,    0,   58,    0,   34,   11,   60
 864,    0,   39,   11,   59,   10,   48,   11,   62,    1,   28,   10,   45,   10,   58,   11,   64,   10,   46
 865,    0,   38,    1,   27,   10,   60,   11,   65,   11,   56,    1,   64,   10,   53,    0,   45,    1,   15
 866,    1,   63,   11,   62,   10,   58,    1,   25,    1,   37,    1,   28,   10,   60,   11,   56,    0,   30
 867,    0,   21,    1,   63,   11,   58,    0,   29,    0,   63,    0,   56,    1,   30,   10,   39,   10,   58
 868,    0,   40,   11,   63,   10,   53,   11,   59,    1,   57,    0,   26,    1,   48,   11,   54,    0,   18
 869,   10,   63,    0,   63,   11,   60,   11,   56,   10,   54,   11,   56,    0,   55,   11,   62,    0,   21
 870,    0,   30,   10,   52,    0,   53,   11,   62,   10,   58,    0,   58,   11,   55,   11,   59,    1,   56
 871,   10,   61,   10,   63,   10,   42,    0,   41,   11,   61,    1,   49,    1,   40,    0,   40,    1,   27
 872,   10,   56,    1,   20,    1,   59,    0,   26,   10,   42,   11,   55,    1,   53,   10,   41,    1,   65
 873,    1,   15,    0,   54,   11,   58,    1,   35,    0,   45,    1,   42,    0,   38,    1,   31,    1,   49
 874,   10,   39,    1,   50,    0,   23,    0,   50,    0,   30,   11,   62,   11,   59,    0,   53,   11,   64
 875,   10,   39,    0,   40,   11,   55,    0,   62,   10,   48,    1,   60,   10,   36,   10,   54,    1,   49
 876,   10,   52,   10,   47,    1,   13,   10,   61,   11,   57,   10,   63,    1,   47,   10,   40,    1,   52
 877,   10,   41,    0,   25,    0,   53,    1,   55,    1,   25,   11,   54,    1,   61,    1,   48,   10,   64
 878,   10,   55,    1,   12,   10,   45,   11,   64,   11,   63,   11,   61,    1,   61,   10,   44,    0,   25
 879,    0,   26,    0,   46,    0,   64,    1,   45,   11,   60,   11,   61,   10,   65,    0,   30,   10,   52
 880,    0,   27,    1,   40,    0,   65,   11,   63,    0,   54,   11,   63,   10,   43,   10,   58,    1,   31
 881,    0,   64,   10,   36,   10,   63,   11,   59,    0,   37,   11,   57,    0,   36,   10,   52,   10,   40
 882,   10,   57,   11,   58,   11,   65,    0,   55,   10,   38,   11,   54,   10,   38,    0,   41,    1,   43
 883,   11,   57,   10,   47,    0,   49,   10,   64,    0,   61,    0,   47,   11,   60,    0,   50,   11,   63
 884,   10,   61,   11,   54,   11,   59,   10,   60,   11,   64,   10,   51,   11,   56,    1,   31,   10,   47
 885,    0,   62,   10,   48,   11,   65,   10,   44,   10,   49,   11,   64,    0,   18,    0,   33,   10,   42
 886,    0,   20,    0,   24,   11,   60,    0,   65,   10,   53,   10,   59,    1,   61,    0,   45,    1,   65
 887,    1,   61,    1,   12,   10,   44,    0,   43,    1,   46,    1,   33,   11,   59,   10,   36,   10,   54
 888,   10,   56,   11,   64,   11,   61,   10,   40,    0,   65,   10,   61,   11,   59,    1,   29,   10,   64
 889,   11,   55,   10,   47,    1,   17,   11,   59,    1,   53,   11,   61,    1,   25,   10,   46,   10,   39
 890,   11,   64,   10,   45,    1,   43,    1,   49,    1,   27,    0,   59,    1,   12,    1,   52,   10,   47
 891,    1,   35,   10,   65,   11,   55,   11,   57,    1,   64,   10,   37,   11,   64,    0,   29,   11,   65
 892,    1,   26,   11,   65,   10,   40,    1,   64,   11,   57,   10,   49,    0,   48,    0,   37,    0,   63
 893,   11,   65,   11,   61,    1,   36,    0,   25,    1,   32,   11,   56,    0,   36,    1,   34,    1,   17
 894,    1,   26,    0,   62,    1,   30,   11,   62,    0,   56,    0,   33,   11,   64,    1,   47,   11,   59
 895,   10,   65,   11,   63,    0,   33,   10,   45,    1,   24,    0,   50,   11,   63,   11,   56,   11,   60
 896,    0,   41,   10,   42,    1,   64,    1,   48,    1,   65,   11,   55,    1,   25,   11,   59,   10,   59
 897,   11,   61,    1,   45,    1,   61,   11,   62,    1,   44,   10,   43,    0,   46,   11,   65,   10,   40
 898,   11,   58,    0,   45,   10,   58,    1,   20,    1,   21,   11,   58,   10,   60,    1,   13,    0,   37
 899,   10,   42,   10,   54,    0,   33,   10,   59,   11,   63,    0,   50,   10,   49,   11,   55,   10,   41
 900,   11,   64,    0,   29,    0,   51,   10,   52,    1,   26,    1,   26,    1,   49,    0,   60,    1,   63
 901,   11,   64,   11,   59,    0,   62,    1,   63,   11,   58,    0,   64,    1,   17,   11,   57,    1,   57
 902,    0,   63,   10,   41,   11,   61,    0,   48,    0,   36,    0,   60,    1,   39,   11,   63,    0,   43
 903,    1,   45,   11,   64,   10,   36,   10,   56,   11,   54,    1,   31,   10,   43,    0,   48,    1,   25
 904,    0,   65,   10,   43,    1,   13,   11,   58,    0,   60,    0,   23,   11,   63,    0,   27,   10,   39
 905,   10,   55,    1,   58,   11,   55,   11,   54,   10,   52,    0,   28,    0,   26,    0,   26,   10,   43
 906,   10,   62,   10,   41,    0,   52,    0,   57,   11,   61,    1,   25,   10,   39,    1,   56,   10,   56
 907,   10,   40,   10,   52,   11,   60,   11,   65,    0,   44,   11,   63,    1,   64,    0,   44,    0,   40
 908,    0,   22,    1,   61,    1,   18,   11,   65,   10,   50,   10,   49,    0,   48,    0,   27,    0,   49
 909,   11,   64,    1,   13,    0,   61,    0,   19,    1,   34,   10,   42,    1,   43,   10,   41,    0,   25
 910,    0,   30,    1,   23,   11,   65,   11,   61,    1,   12,   11,   59,   10,   40,   10,   48,    0,   52
 911,    0,   34,   11,   55,    1,   12,   11,   54,    0,   26,    1,   43,   10,   44,   10,   62,   10,   36
 912,    0,   51,   11,   58,    0,   34,   11,   61,   11,   57,   10,   53,    0,   44,    1,   34,    1,   12
 913,    0,   31,   11,   55,   10,   36,   10,   55,    1,   30,    1,   21,   10,   59,    1,   57,    0,   50
 914,    1,   58,    1,   38,   10,   41,   10,   48,   10,   48,    1,   49,    0,   22,    0,   32,    0,   26
 915,    0,   24,    1,   24,   11,   65,   11,   62,    0,   29,    1,   17,   10,   54,    1,   39,    1,   13
 916,   10,   53,    1,   36,    1,   60,    1,   59,   11,   55,   11,   61,    1,   43,    1,   13,    1,   43
 917,    0,   57,   11,   59,    1,   50,   11,   61,    1,   54,    0,   34,    1,   14,   10,   59,    1,   45
 918,   11,   63,   11,   57,   11,   60,   11,   58,   11,   58,   11,   54,   11,   58,   11,   58,    1,   23
 919,    0,   62,   11,   57,   10,   63,    1,   44,   10,   51,   10,   39,    0,   32,   10,   47,    0,   56
 920,    1,   32,   10,   59,    0,   28,    0,   52,   10,   41,   10,   46,    0,   62,   11,   65,   10,   60
 921,    0,   50,    0,   34,   10,   51,   11,   57,   10,   47,   11,   60,    1,   32,   10,   64,    1,   43
 922,    1,   42,   11,   59,   10,   56,    0,   43,    0,   44,   10,   53,    0,   44,   11,   54,    0,   37
 923,   10,   40,    0,   18,   10,   38,    0,   36,   11,   64,   10,   47,    1,   48,    0,   40,   11,   60
 924,   11,   62,   10,   52,   11,   60,    1,   33,   11,   61,   11,   57,   10,   59,   10,   63,    1,   59
 925,    1,   14,    1,   17,    1,   62,   10,   53,    1,   46,   10,   52,   11,   56,    1,   36,   11,   58
 926,   10,   41,   11,   63,   11,   55,    1,   19,    0,   52,    1,   38,   11,   54,    1,   51,    1,   64
 927,    1,   35,   11,   56,    1,   13,    0,   45,   10,   53,   10,   52,   11,   55,   11,   65,   11,   58
 928,   11,   56,   11,   57,   10,   47,    1,   57,    1,   27,    1,   24,    1,   49,    0,   33,    1,   37
 929,    0,   23,   10,   37,    0,   26,    0,   45,   11,   57,   11,   55,   10,   54,    0,   35,   11,   58
 930,   10,   39,   11,   61,    0,   38,   11,   56,    1,   21,    0,   34,   11,   57,    1,   42,    1,   59
 931,   10,   63,    0,   45,    0,   43,    0,   55,    0,   28,   10,   54,   10,   37,   10,   36,    0,   25
 932,    0,   36,    1,   13,    0,   48,    0,   58,   11,   56,    0,   30,   10,   47,    1,   24,    1,   14
 933,   10,   44,   10,   45,   10,   58,    1,   18,   10,   65,    0,   20,   10,   47,   11,   55,    0,   42
 934,   11,   59,    1,   21,   11,   65,    0,   42,   11,   61,    0,   56,   10,   40,   11,   56,    1,   59
 935,   10,   56,   11,   62,   11,   59,   10,   53,   10,   40,    1,   29,   11,   56,    0,   32,   10,   53
 936,   11,   64,   10,   42,    1,   22,   10,   43,   11,   64,    1,   34,    0,   64,    1,   31,   10,   54
 937,   11,   62,   10,   59,   11,   58,    0,   22,   11,   59,    1,   59,    1,   35,    1,   23,   11,   63
 938,   11,   55,   10,   41,   11,   58,   11,   56,    1,   23,    1,   24,    1,   48,    0,   42,    0,   60
 939,   10,   62,   10,   52,    1,   32,   11,   58,   10,   50,   10,   49,   11,   59,   11,   58,    1,   16
 940,   10,   56,   10,   46,   11,   59,   10,   54,   11,   61,    0,   35,    1,   43,   11,   63,   10,   44
 941,    0,   49,   10,   52,   10,   63,    1,   24,   10,   36,    0,   24,   10,   60,   11,   62,   11,   58
 942,   11,   64,   11,   65,   11,   62,    1,   29,   10,   51,   10,   42,    0,   39,    1,   38,    1,   31
 943,    1,   39,   11,   60,   10,   41,    0,   25,    0,   38,   10,   46,    1,   42,    0,   62,    0,   37
 944,   11,   54,    1,   38,    1,   43,    1,   22,   11,   54,    0,   61,    1,   38,   11,   64,    0,   64
 945,   10,   65,    0,   63,   11,   61,    0,   21,    1,   40,   11,   55,   11,   58,    0,   43,   10,   55
 946,   10,   59,   11,   62,   11,   57,    1,   19,    1,   24,    1,   17,   10,   46,   10,   42,   10,   56
 947,   11,   59,    1,   13,    1,   47,   11,   64,    1,   52,    0,   64,    0,   56,    1,   25,    1,   21
 948,    1,   27,    0,   37,    0,   60,   10,   39,   10,   42,    1,   13,    0,   18,   11,   63,    0,   45
 949,   11,   57,   11,   60,    1,   23,   10,   56,    1,   24,   10,   45,   10,   36,    0,   29,   11,   56
 950,   11,   56,    0,   28,   11,   58,    0,   51,   10,   41,   10,   56,    1,   26,   11,   56,   11,   56
 951,    1,   35,    0,   45,    1,   14,    0,   62,    1,   49,    0,   45,   10,   54,   10,   50,   10,   42
 952,    0,   38,   11,   62,   11,   57,   10,   52,   10,   49,    0,   51,   11,   61,    1,   60,    1,   61
 953,   10,   49,   11,   58,   10,   41,    1,   41,   11,   55,   10,   43,    1,   39,    1,   46,    1,   48
 954,    1,   48,    0,   29,   10,   63,   10,   36,   10,   36,   11,   57,   10,   50,    1,   26,   10,   48
 955,   10,   61,   11,   59,    0,   47,   10,   38,   11,   57,   11,   55,    1,   35,    0,   35,    0,   24
 956,   11,   63,   11,   56,    1,   52,   11,   62,    1,   62,    1,   25,    1,   19,    0,   22,   11,   62
 957,   10,   48,    0,   27,   11,   60,    0,   42,    0,   64,    1,   53,   10,   55,   11,   61,   11,   55
 958,   11,   59,   11,   59,    1,   44,    1,   33,   10,   43,    1,   31,    1,   24,   11,   55,   10,   62
 959,   11,   59,    0,   44,   11,   56,   10,   43,    1,   47,   11,   54,    0,   59,   10,   50,    0,   21
 960,    1,   58,   11,   58,   10,   48,    0,   29,    1,   15,    0,   60,   10,   46,   11,   56,    0,   58
 961,   11,   65,    0,   59,   11,   64,    1,   29,   11,   57,   11,   57,    0,   59,   11,   62,   11,   59
 962,   11,   61,    0,   39,   11,   63,   11,   57,   11,   57,    0,   22,    0,   56,   10,   48,   10,   48
 963,   11,   61,    0,   36,   10,   53,   10,   43,    0,   28,   11,   57,   11,   61,   10,   40,   10,   54
 964,   10,   41,    1,   57,   11,   60,    1,   46,   11,   62,   10,   39,    1,   14,   10,   63,    1,   40
 965,   10,   44,    0,   25,    0,   23,    0,   50,   11,   65,   10,   40,    1,   45,    1,   65,   11,   56
 966,   11,   65,    0,   47,    1,   38,   10,   39,    1,   50,    0,   21,    0,   40,   10,   43,   11,   57
 967,   10,   39,   11,   57,    1,   37,    0,   37,   10,   47,   10,   59,   10,   54,   10,   45,   11,   55
 968,    1,   59,   11,   65,    1,   20,   10,   38,    0,   55,    1,   31,    0,   40,   11,   64,    0,   65
 969,   11,   63,   10,   58,    0,   63,   10,   64,    0,   22,   11,   63,    0,   55,   10,   60,    1,   61
 970,   11,   63,    0,   39,    0,   42,   11,   61,    0,   63,    0,   53,   11,   56,    1,   19,   11,   56
