nExp,  A0x,  A0y,  A1x,  A1y,  A2x,  A2y,  A3x,  A3y,  A4x,  A4y,  A5x,  A5y,  A6x,  A6y,  A7x,  A7y,  A8x,  A8y,  A9x,  A9y,  A10x,  A10y,  A11x,  A11y,  A12x,  A12y,  A13x,  A13y,  A14x,  A14y 
 754,   10,   51,   11,   55,    1,   47,    1,   23,    1,   32,   10,   51,    0,   62,    1,   45,   10,   40,    1,   16,   11,   63,    0,   34,    1,   21,   10,   43,    1,   36
 755,    1,   37,   11,   64,   11,   56,   10,   43,   11,   57,    0,   45,   10,   45,    1,   39,   11,   60,   11,   61,    0,   20,    0,   18,    1,   57,    1,   21,    0,   39
 756,   11,   60,    0,   23,   11,   54,    1,   19,   11,   55,    0,   31,   10,   42,    1,   61,    1,   41,    1,   45,    1,   58,   10,   53,    1,   30,   11,   65,   11,   64
 757,   10,   61,    0,   54,   11,   58,   11,   65,    0,   60,   11,   63,    1,   27,    1,   44,    1,   51,    0,   32,    1,   48,    0,   34,   10,   55,   10,   44,   11,   60
 758,    1,   35,   11,   61,    1,   43,    1,   21,    0,   43,    1,   31,    1,   29,   11,   58,   10,   51,   10,   55,    0,   56,    1,   57,    1,   63,    1,   51,    1,   64
 759,    0,   19,    0,   32,    0,   45,   11,   59,    0,   37,    0,   59,   10,   65,    1,   24,   10,   52,    1,   61,   11,   55,    1,   35,    0,   51,   11,   58,   11,   58
 760,   11,   56,   11,   55,    1,   23,   10,   63,   11,   64,    1,   58,   10,   46,    0,   36,    0,   57,   11,   62,    1,   16,   11,   59,    1,   55,   11,   58,    0,   44
 761,    0,   43,    1,   61,   10,   53,   10,   42,    0,   54,    1,   34,    1,   56,    0,   40,   11,   61,   11,   57,   11,   56,    0,   41,   11,   54,   10,   41,    1,   63
 762,   11,   63,   10,   60,   11,   64,   10,   44,   11,   60,    1,   34,   11,   65,    0,   41,   11,   59,   11,   55,   10,   51,   11,   60,   10,   40,    0,   37,   10,   58
 763,    1,   54,    1,   34,    0,   34,    0,   65,    0,   53,   10,   61,    1,   28,   10,   49,   11,   59,    1,   19,    0,   42,    1,   17,   10,   64,    0,   46,    0,   34
 764,    0,   20,   10,   36,    1,   58,    1,   20,    0,   42,    1,   64,   11,   64,   11,   62,    0,   56,   10,   56,    0,   36,   10,   57,   11,   55,    1,   30,   10,   59
 765,    0,   60,    0,   19,   11,   57,   11,   62,   10,   52,    0,   31,   11,   63,   10,   41,    0,   38,   10,   57,    0,   19,    0,   39,    1,   35,    0,   28,   11,   54
 766,   10,   44,    1,   60,   10,   62,    0,   24,   10,   47,   10,   44,   10,   38,    1,   37,   11,   59,   11,   56,   10,   45,   11,   63,   10,   39,   11,   62,   11,   62
 767,    0,   27,    0,   39,    0,   22,   11,   61,    0,   22,    0,   36,    1,   40,    0,   55,   10,   63,   11,   57,   10,   51,    0,   29,   10,   41,   11,   58,   11,   63
 768,   10,   48,   10,   62,   11,   57,   11,   64,   11,   61,    1,   62,   10,   55,   11,   58,    0,   63,    0,   48,   11,   64,   11,   61,   11,   62,   10,   62,   11,   58
 769,    0,   21,    1,   47,    1,   12,   10,   56,    0,   40,   10,   61,    1,   54,    1,   17,    1,   28,    0,   65,    0,   34,    1,   31,   11,   61,    0,   26,   10,   45
 770,   11,   58,   11,   60,    0,   32,   10,   60,    1,   30,    1,   57,    0,   64,   11,   58,    1,   59,    1,   14,    1,   49,    1,   29,   11,   59,   11,   62,    1,   48
 771,    1,   42,   10,   63,   11,   61,   11,   64,   11,   62,    0,   52,    0,   43,   10,   42,   10,   48,    0,   61,   10,   59,   11,   65,   10,   40,    0,   54,   11,   58
 772,   10,   37,    0,   60,    1,   39,    0,   61,   11,   55,    0,   20,   11,   58,   11,   61,   11,   61,   10,   58,    1,   18,   10,   51,    0,   43,   11,   54,   10,   65
 773,    0,   50,   11,   65,   10,   36,   11,   57,   11,   54,    1,   52,   11,   57,    0,   25,    1,   51,   10,   65,   10,   53,   11,   64,    0,   63,   11,   58,    1,   41
 774,   11,   64,    1,   48,    0,   34,    0,   39,    1,   21,   10,   36,    1,   19,    1,   51,   11,   59,   11,   64,   10,   56,    1,   49,   10,   54,    1,   24,    1,   46
 775,   10,   51,   11,   62,   11,   56,   11,   63,   11,   57,   10,   46,   11,   57,   10,   48,    0,   36,   11,   62,    1,   15,    1,   43,    1,   30,   11,   55,   10,   44
 776,    0,   32,    1,   28,   11,   62,   10,   59,    1,   20,    0,   61,   10,   58,    1,   45,   10,   46,   10,   57,    0,   30,   11,   55,    1,   47,   10,   43,   11,   59
 777,    0,   53,    0,   20,    1,   45,    1,   18,    0,   48,   11,   54,   11,   59,    1,   33,    0,   59,   10,   50,   10,   39,    0,   55,    1,   23,   11,   65,   10,   45
 778,   10,   45,    1,   56,   11,   65,    1,   62,   11,   61,    1,   53,    0,   23,    1,   59,    0,   51,    0,   38,    1,   64,   11,   65,   11,   61,   10,   64,    0,   47
 779,    0,   33,    0,   24,    1,   44,   10,   44,    0,   37,    0,   52,    0,   23,    0,   60,   11,   63,    0,   28,    0,   64,    1,   44,    0,   26,   10,   43,    0,   63
 780,   11,   64,   11,   56,   10,   39,    1,   23,   11,   65,   11,   60,    0,   19,   11,   65,   10,   53,    0,   29,    1,   44,    0,   31,   11,   57,   11,   58,    0,   47
 781,    1,   45,    0,   30,   10,   41,    1,   41,   11,   55,   10,   58,    1,   48,   11,   58,   10,   57,   11,   54,    0,   46,   11,   62,   10,   50,    1,   37,    0,   33
 782,   10,   45,   11,   55,    1,   38,   10,   57,    0,   32,    0,   65,   11,   56,   11,   56,    0,   30,   11,   61,    1,   18,    0,   45,   11,   57,   10,   53,    1,   15
 783,   10,   48,    0,   53,   10,   42,    1,   58,   11,   62,    0,   19,   11,   61,   10,   47,    1,   12,    0,   58,   11,   61,   10,   41,    0,   46,    0,   22,   10,   54
 784,    0,   62,   10,   52,   10,   62,   11,   57,    1,   31,    0,   50,   11,   62,   10,   36,    0,   26,    1,   52,    0,   47,    1,   22,   11,   64,    0,   25,    0,   23
 785,   11,   58,    1,   50,    1,   40,    0,   53,   11,   60,    0,   39,   10,   61,    0,   45,    0,   64,   11,   63,   10,   57,   10,   63,    0,   44,    0,   64,    1,   44
 786,    0,   65,    1,   26,    1,   30,    1,   13,   10,   58,   11,   64,    1,   58,    1,   29,    1,   65,    0,   56,    1,   34,   10,   58,   11,   61,    1,   41,    0,   19
 787,    1,   23,   10,   41,    1,   47,    0,   48,   10,   61,    1,   18,   11,   58,   11,   65,    1,   60,    0,   24,   10,   56,    0,   35,    1,   17,   10,   65,   11,   60
 788,    1,   33,   10,   38,   10,   60,    0,   35,   10,   42,    1,   33,   10,   60,    1,   47,   11,   54,    1,   15,    1,   50,    1,   24,    0,   65,   11,   62,    1,   57
 789,   11,   61,   10,   37,   10,   37,    1,   54,   11,   65,    0,   27,    0,   53,   11,   65,    1,   48,   10,   59,   11,   56,    1,   15,   10,   47,    0,   28,    0,   61
 790,    1,   57,    0,   57,   10,   36,   10,   47,   11,   57,    1,   38,    0,   64,    0,   60,   11,   65,    1,   16,    0,   22,   11,   58,   11,   63,   10,   36,    0,   30
 791,    0,   53,   10,   63,   11,   56,   11,   60,   10,   47,    1,   41,    0,   60,    0,   25,   11,   55,    0,   27,   11,   55,    0,   34,    1,   48,   10,   60,    0,   63
 792,   10,   45,   11,   62,    1,   60,    1,   59,    0,   57,    1,   30,    1,   34,    0,   44,    0,   41,   11,   61,    0,   24,   10,   37,   11,   56,   11,   64,    0,   53
 793,    1,   45,   10,   62,   10,   40,    0,   34,    0,   30,   11,   60,    0,   33,   10,   37,   11,   61,   11,   57,    0,   49,    0,   55,   11,   58,    0,   27,    1,   19
 794,    1,   55,    1,   20,    1,   52,   10,   55,   11,   62,   10,   64,   11,   62,   10,   51,    0,   18,   11,   64,   11,   64,   10,   42,    1,   12,    1,   49,    1,   64
 795,   11,   59,   10,   36,   10,   54,   11,   60,   11,   54,   11,   56,   10,   59,   11,   57,   11,   63,   11,   58,    1,   33,    0,   34,    0,   32,    0,   60,    0,   32
 796,   10,   37,   11,   56,   11,   54,    1,   42,    0,   50,    0,   61,    0,   54,   10,   41,   10,   59,    0,   24,   10,   42,   10,   53,   11,   54,    0,   43,   11,   57
 797,   10,   51,    1,   27,    1,   62,    0,   43,   11,   56,   11,   64,   11,   61,   11,   55,    0,   24,    0,   61,   10,   46,   11,   56,    0,   28,   11,   57,    1,   28
 798,    1,   51,    0,   62,   10,   52,   11,   65,    0,   36,   10,   56,   11,   63,    0,   64,   10,   39,    0,   44,   10,   65,   10,   59,    1,   56,    0,   39,   11,   63
 799,    0,   54,   10,   42,   10,   64,    1,   16,    0,   29,    1,   16,    1,   65,    1,   37,    0,   25,   11,   55,   10,   53,    0,   42,   11,   61,    0,   27,    0,   31
 800,   10,   48,   10,   39,    1,   65,    0,   38,   11,   54,    1,   61,   10,   62,   11,   56,    1,   12,   10,   64,   10,   38,   11,   65,    1,   26,   11,   58,   11,   63
 801,    1,   30,   11,   60,    0,   59,   11,   56,    0,   47,   11,   59,   11,   59,   11,   63,    1,   57,   11,   54,    1,   25,    0,   55,    1,   63,   11,   55,   10,   64
 802,   11,   57,   10,   47,    0,   50,    0,   24,   10,   59,    0,   49,    0,   29,    1,   14,   10,   38,    1,   60,   10,   63,    0,   39,    0,   54,   11,   61,    0,   44
 803,    1,   42,   11,   64,   11,   58,   10,   53,    0,   55,    1,   41,    1,   43,    1,   55,   11,   59,    1,   21,    0,   58,    0,   19,   11,   54,    1,   36,    0,   52
 804,    0,   54,    1,   37,    1,   21,    0,   60,   10,   65,   10,   38,    1,   47,   11,   62,   11,   64,   11,   55,    1,   46,   11,   62,   11,   58,   11,   55,   10,   40
 805,    0,   49,   11,   55,   11,   60,   11,   61,   11,   65,    0,   38,    1,   47,    1,   32,   10,   57,   11,   61,    1,   45,   11,   57,    1,   39,    0,   47,    1,   43
 806,    1,   33,    1,   23,   11,   54,    0,   60,    0,   36,   11,   56,    0,   64,   10,   41,   10,   63,   11,   59,    1,   63,    1,   29,    0,   22,   11,   60,   11,   58
 807,    0,   42,    1,   22,   10,   62,    1,   22,   11,   58,   10,   37,   11,   62,    0,   61,    1,   22,    1,   15,   11,   64,   10,   42,   11,   62,    1,   21,   11,   54
 808,   10,   61,   11,   63,   10,   57,    1,   40,   10,   60,   11,   59,   11,   57,    0,   44,   11,   55,    0,   48,   11,   65,   10,   48,   10,   62,    1,   43,    0,   38
 809,   10,   41,    0,   20,    0,   51,    0,   21,    0,   42,   10,   64,    1,   46,    1,   63,   11,   58,    1,   40,    0,   64,    1,   53,    1,   61,    1,   15,    0,   20
 810,    0,   33,    0,   26,    0,   22,   10,   44,    1,   33,   11,   56,    0,   58,   11,   62,    0,   65,    0,   60,   11,   62,    0,   41,    0,   60,    1,   29,    0,   37
 811,    0,   40,    0,   53,    0,   25,    0,   31,    1,   24,    1,   58,   10,   46,    1,   43,    0,   25,   11,   64,    1,   32,   11,   59,   10,   49,   10,   38,    1,   23
 812,    0,   41,    1,   16,   11,   57,   11,   58,   10,   59,    0,   46,   10,   62,   11,   65,    0,   54,    1,   24,    0,   58,    0,   21,   11,   56,   10,   54,    1,   22
 813,    0,   22,    0,   28,    0,   47,    0,   27,   11,   60,   10,   62,    1,   36,    0,   30,   10,   47,    0,   40,    1,   33,   11,   65,   11,   59,    0,   30,   10,   65
 814,   11,   60,    1,   63,   11,   56,    1,   23,   10,   54,   10,   36,    1,   26,    1,   45,    0,   23,   10,   46,   11,   65,   11,   64,   11,   60,   11,   55,    1,   33
 815,    0,   61,    1,   62,   11,   57,   11,   62,    0,   20,    1,   18,    0,   47,   10,   44,   10,   56,   11,   62,    0,   54,   11,   62,   10,   55,   11,   58,    1,   52
 816,   10,   65,   10,   57,    1,   59,    0,   34,   10,   63,   10,   41,    1,   23,    1,   25,    1,   37,   10,   46,    1,   16,    0,   42,   10,   65,   11,   56,   10,   52
 817,    1,   17,    0,   46,    1,   26,   11,   59,   11,   63,   10,   38,    0,   57,   11,   56,    1,   43,    1,   49,    0,   38,    1,   42,    1,   63,   10,   37,   11,   64
 818,   11,   55,   10,   47,    0,   21,   11,   60,   10,   59,   11,   60,    1,   38,    0,   45,   10,   49,    0,   23,   10,   44,    0,   62,    1,   16,   10,   64,    0,   18
 819,   11,   54,    1,   26,   11,   62,   10,   36,   11,   63,   10,   41,    1,   55,   11,   65,   11,   55,   10,   52,    1,   65,    0,   32,    1,   65,   11,   57,    1,   41
 820,    1,   32,    0,   25,    0,   37,    0,   30,    1,   26,   11,   58,    0,   52,    1,   16,   10,   43,   11,   57,    1,   63,   10,   42,    0,   41,   11,   54,   10,   44
 821,   10,   55,   11,   59,    1,   32,   11,   64,    0,   55,    1,   22,   11,   59,   10,   45,   11,   59,   10,   55,   11,   58,   11,   56,   10,   47,    1,   48,    1,   46
 822,   11,   61,   10,   57,    0,   45,   11,   63,   10,   45,    1,   12,   10,   59,   11,   64,   10,   54,    0,   22,    1,   34,    1,   30,    1,   39,   10,   51,    1,   37
 823,    0,   50,   10,   56,   11,   61,   10,   51,   11,   62,   10,   55,   10,   45,   10,   49,   10,   37,   10,   40,    1,   32,    0,   43,    1,   59,   10,   39,    0,   44
 824,   11,   59,   11,   61,    0,   64,    0,   64,   11,   59,   10,   37,    0,   65,    0,   48,    1,   28,    1,   64,   11,   62,   10,   59,    1,   13,    1,   37,   11,   54
 825,   10,   40,    0,   61,   11,   59,    1,   33,   10,   56,   11,   58,    0,   50,   11,   62,    1,   30,   11,   63,    0,   39,    1,   19,   11,   59,   11,   61,    0,   42
 826,   10,   55,   10,   36,   10,   37,    0,   61,    1,   27,   10,   38,   10,   53,    1,   34,   10,   60,   10,   44,   10,   41,   10,   50,   10,   55,   10,   51,   10,   49
 827,   10,   63,   11,   59,   11,   63,    1,   30,    1,   54,    1,   34,   11,   57,   11,   62,   10,   36,   10,   56,   11,   65,   11,   65,   11,   64,   11,   60,    0,   61
 828,    0,   49,   10,   41,   11,   60,   10,   37,   11,   65,    0,   57,   10,   59,   10,   58,    1,   38,   10,   46,   10,   44,   11,   55,    1,   28,    1,   52,    1,   14
 829,   11,   55,   11,   57,    1,   48,   10,   44,   10,   56,   11,   64,    0,   50,    1,   28,    0,   63,   10,   37,   11,   63,   10,   49,   11,   56,    0,   37,    1,   27
 830,   10,   54,   10,   41,   10,   39,   10,   39,   11,   62,    0,   36,    0,   22,    1,   25,    1,   58,   11,   61,    0,   29,   11,   55,   11,   64,   11,   54,   11,   54
 831,   11,   60,    0,   49,    1,   51,    0,   20,    0,   22,    0,   32,    0,   21,   10,   46,   11,   63,   11,   58,    0,   58,    1,   24,    0,   18,   11,   56,   10,   59
 832,   10,   56,    0,   18,    0,   55,    1,   27,   11,   62,    0,   19,    1,   47,   11,   60,    1,   18,    1,   31,    1,   15,    0,   35,    1,   50,   10,   50,   10,   36
 833,    0,   37,   10,   63,    1,   14,    1,   24,    1,   21,    0,   46,    1,   58,    1,   27,    0,   46,    0,   51,    0,   33,   11,   54,   10,   45,    1,   62,   10,   42
 834,    1,   34,   10,   65,    1,   59,    0,   50,    1,   49,   10,   60,   10,   61,   10,   59,    1,   36,    1,   55,   11,   60,   10,   46,    1,   18,    1,   20,    0,   32
 835,   11,   61,    1,   63,   11,   55,    1,   12,   10,   65,   10,   63,    1,   12,    0,   40,   11,   62,   11,   56,   10,   56,   10,   61,   11,   56,   10,   52,    1,   26
 836,   10,   42,   10,   39,    1,   64,    1,   22,   10,   64,   11,   60,   10,   37,   10,   61,    0,   22,   11,   58,   10,   38,   11,   55,   11,   55,   11,   64,   10,   57
 837,   10,   53,    1,   53,    0,   44,   11,   58,    1,   38,   10,   52,   10,   45,    1,   50,    0,   18,   11,   56,    1,   25,   10,   46,   10,   56,   11,   60,   10,   43
 838,   11,   62,    0,   42,    1,   52,   10,   64,    0,   28,   10,   42,   11,   54,    1,   38,   10,   65,   10,   51,    0,   65,   11,   57,   10,   42,   10,   54,   11,   55
 839,   10,   38,    0,   40,    0,   26,   11,   57,   10,   38,    0,   59,    0,   53,    0,   54,   10,   51,    1,   28,   10,   38,    0,   39,   10,   42,   10,   50,   11,   58
 840,    0,   25,   11,   57,   10,   50,   11,   54,   11,   62,   11,   65,    1,   48,   10,   48,    0,   52,    0,   32,   10,   37,   10,   63,    0,   29,    1,   63,    1,   34
 841,   11,   56,   11,   57,    0,   39,    1,   14,   10,   54,   10,   64,    1,   20,   10,   53,   10,   46,    1,   12,    0,   49,    0,   53,    1,   39,    1,   35,    1,   45
 842,   11,   65,    1,   40,    1,   60,   10,   59,   10,   51,    1,   38,   10,   43,    0,   59,   10,   45,    0,   61,    1,   54,    0,   43,   11,   58,    0,   50,    0,   19
 843,   11,   57,    1,   46,    0,   39,    1,   63,   10,   54,    0,   64,   11,   56,   11,   60,    1,   50,   11,   59,    0,   43,    1,   22,    0,   20,   10,   49,   10,   40
 844,    0,   40,    0,   25,   11,   57,   10,   65,    0,   26,   11,   61,    0,   36,   10,   53,    0,   41,   10,   53,    0,   62,    1,   48,    0,   40,   10,   47,    1,   39
 845,   11,   56,    0,   27,    0,   50,    1,   45,    0,   40,   11,   57,   10,   38,   11,   56,   10,   57,   11,   61,    0,   18,   10,   45,    1,   23,   10,   57,   10,   54
 846,    0,   46,    0,   49,    1,   21,    1,   50,    0,   54,   10,   42,    1,   63,    1,   57,    1,   12,   10,   56,   10,   46,   10,   49,    1,   59,    0,   18,   11,   63
 847,    0,   23,   10,   52,    1,   33,   10,   48,   10,   47,    1,   14,   11,   59,   11,   61,    1,   62,   11,   57,   10,   52,   10,   38,    0,   30,    0,   57,   11,   64
 848,   11,   62,    1,   26,   10,   64,    1,   59,   11,   56,    0,   23,   11,   56,    1,   18,    0,   18,    0,   43,    0,   43,    0,   19,    1,   39,    1,   50,    0,   27
 849,   10,   65,   10,   60,    1,   48,   11,   65,    1,   57,    1,   16,    1,   35,   11,   58,    0,   46,    0,   30,   11,   64,    1,   22,    0,   19,   10,   48,   11,   65
 850,    0,   33,   10,   50,    1,   41,   11,   64,   11,   54,   11,   60,    0,   21,   10,   40,    0,   23,   11,   65,   10,   50,    0,   34,    0,   31,   10,   64,   11,   54
 851,    0,   45,   11,   54,   11,   60,   10,   36,   11,   62,   11,   62,   11,   64,    0,   38,   11,   56,   11,   65,    1,   55,    1,   19,    0,   39,   11,   60,   10,   54
 852,   10,   45,   10,   51,    0,   43,    1,   23,   11,   58,   11,   60,    0,   44,    1,   15,   11,   54,   11,   56,   11,   56,   10,   47,   11,   59,    0,   49,   11,   64
 853,    0,   49,    1,   31,    0,   61,   11,   65,    0,   50,    1,   26,    1,   45,    0,   21,   10,   63,    1,   28,    0,   40,    1,   49,    1,   16,   11,   62,   10,   47
 854,   11,   55,   10,   40,    0,   61,    1,   27,    1,   21,    0,   63,   11,   65,   11,   63,   10,   43,   10,   54,   10,   60,   10,   41,   10,   48,    0,   47,    0,   43
 855,   10,   49,   10,   64,   10,   54,   10,   50,   11,   55,   11,   55,   10,   59,    0,   65,    0,   40,   11,   57,    0,   59,    1,   14,    1,   35,    0,   44,    0,   25
 856,   11,   58,    1,   54,   10,   40,    1,   44,    0,   61,    1,   31,    0,   24,    1,   32,   10,   37,    1,   48,    1,   35,    0,   20,   10,   56,   11,   60,   11,   62
 857,    0,   55,   10,   64,   10,   60,    1,   53,   11,   55,   11,   61,   11,   60,    0,   57,    0,   20,   11,   62,    1,   38,   11,   57,    0,   60,    0,   54,    1,   35
 858,   11,   65,    0,   47,    0,   64,   11,   65,    1,   57,    1,   65,    1,   24,    0,   39,    0,   21,    1,   54,    0,   64,   10,   49,   10,   61,    1,   36,    1,   61
 859,    1,   62,    0,   30,    1,   61,    0,   22,    1,   23,   11,   60,    1,   34,    1,   37,    0,   50,    1,   22,   10,   36,    0,   40,   10,   60,    0,   49,    0,   40
 860,    0,   27,   11,   57,   10,   40,    1,   19,   10,   55,    0,   25,    0,   32,   11,   63,   11,   55,    1,   52,   10,   55,    0,   25,    1,   62,    0,   29,    0,   29
 861,   11,   59,   11,   55,    1,   25,    0,   43,    0,   52,   11,   57,   11,   57,   11,   55,   10,   45,    1,   60,    0,   45,   11,   64,    1,   35,   11,   56,    1,   38
 862,   10,   60,   11,   55,   11,   62,   11,   54,    0,   25,   10,   36,    0,   29,    1,   25,   10,   63,    1,   18,    1,   55,    0,   55,    0,   41,   10,   50,    1,   56
 863,   10,   64,    1,   50,    0,   39,   10,   52,    1,   17,    0,   27,    0,   60,    0,   30,    0,   60,    1,   28,    1,   63,   10,   39,   10,   60,    1,   28,    0,   48
 864,    0,   38,    0,   25,   10,   64,    1,   52,   11,   58,    1,   52,    0,   21,    1,   47,   10,   62,   10,   51,    1,   22,    1,   60,    1,   28,    1,   60,   10,   59
 865,    0,   62,   10,   46,   11,   58,   10,   38,   11,   56,   11,   63,    1,   65,    1,   58,   11,   58,    0,   54,    1,   13,    0,   60,   10,   59,    1,   51,    0,   61
 866,   11,   56,   11,   65,   11,   61,   10,   57,   10,   48,    1,   58,   10,   55,    0,   18,   10,   54,   11,   62,   11,   65,   10,   39,   10,   43,   11,   54,   11,   62
 867,   11,   65,   11,   58,    0,   32,    1,   40,    1,   48,    0,   51,   11,   55,   10,   47,    1,   37,    1,   44,   10,   37,    0,   62,   11,   64,   11,   62,    1,   13
 868,   10,   56,    1,   45,    0,   23,   11,   63,   11,   55,   10,   65,   11,   58,   11,   57,    1,   25,    1,   15,   10,   58,    0,   41,   11,   56,   11,   55,    1,   60
 869,    1,   17,    1,   59,   11,   56,    0,   28,   11,   59,    0,   49,   11,   59,   10,   54,   10,   52,    1,   62,   10,   62,    1,   48,    1,   31,   10,   60,    1,   35
 870,   10,   40,    1,   55,   10,   56,   11,   61,   11,   58,    0,   44,   10,   37,   10,   49,   10,   64,    1,   55,    1,   37,   10,   48,   10,   61,    0,   57,    0,   65
 871,    0,   53,    1,   51,    0,   30,   11,   63,    0,   35,   10,   49,   10,   60,    1,   20,    1,   21,    1,   61,   10,   53,    1,   24,   11,   58,    1,   48,    1,   46
 872,    1,   36,   10,   51,   11,   54,   11,   55,   10,   57,    1,   61,   10,   47,    0,   25,    1,   58,    1,   31,   10,   58,   10,   37,    0,   44,   10,   46,   10,   50
 873,    1,   54,   11,   56,    1,   64,   11,   60,    1,   42,   11,   55,   10,   49,   11,   60,    0,   21,   11,   63,   11,   57,   10,   43,    0,   61,   10,   49,    1,   23
 874,   11,   65,   11,   55,   11,   60,    0,   52,   10,   43,   10,   58,    1,   62,   10,   46,   11,   60,    1,   51,    1,   44,   11,   63,   10,   53,    0,   22,    0,   29
 875,   10,   52,    1,   13,   11,   62,   10,   50,    0,   35,    1,   50,    1,   41,    1,   59,    1,   26,   10,   47,   10,   47,    0,   37,    0,   53,    1,   24,   10,   44
 876,    1,   30,    1,   48,    1,   63,    0,   61,    1,   63,   11,   60,   10,   51,    0,   24,    0,   22,    1,   38,   11,   55,    0,   23,    1,   38,   10,   44,   10,   46
 877,   11,   58,    1,   53,   10,   39,   11,   63,   10,   41,   11,   55,   11,   61,   11,   65,   10,   39,    0,   58,   10,   63,    0,   44,    0,   55,   10,   54,    1,   12
 878,    0,   50,    1,   18,    1,   34,    0,   53,   11,   62,    0,   65,    0,   43,    0,   35,    0,   45,    1,   24,    1,   18,   10,   50,   11,   62,   11,   65,   10,   49
 879,    1,   61,    1,   41,   10,   50,   11,   62,    0,   55,   10,   39,    0,   44,   10,   63,   11,   56,    1,   28,   11,   63,    0,   38,   10,   64,   11,   55,    0,   25
 880,   10,   59,    0,   57,    1,   32,    0,   46,    1,   42,    0,   65,    1,   24,    0,   58,    1,   34,    1,   23,   10,   50,    0,   59,   10,   43,   10,   39,    1,   61
 881,   10,   40,   11,   59,   10,   65,    1,   19,   11,   60,    1,   62,    0,   18,    1,   62,    1,   53,   10,   46,    0,   18,   10,   46,    0,   34,   10,   56,   10,   62
 882,    0,   58,   10,   64,   11,   59,    1,   34,    1,   45,   11,   61,    1,   12,    0,   22,   11,   63,   10,   48,    1,   39,    1,   64,   10,   39,   10,   42,   10,   48
 883,    0,   31,    1,   36,   11,   58,    0,   25,    1,   49,    1,   55,   10,   39,   10,   53,    0,   35,    0,   43,    1,   44,    1,   22,    0,   45,   11,   64,    0,   36
 884,    1,   22,   11,   58,   11,   61,   11,   54,    1,   36,    1,   61,   11,   61,   11,   60,   10,   43,   10,   54,    0,   39,   11,   63,   11,   65,    0,   36,    0,   34
 885,    1,   61,    0,   26,   10,   40,    0,   47,    1,   61,   10,   38,   10,   50,   11,   65,    1,   51,    1,   51,   10,   51,   11,   64,   10,   59,    0,   28,   11,   64
 886,    1,   18,    0,   52,    0,   31,    1,   48,   10,   53,   10,   39,    0,   49,   11,   55,    0,   25,    0,   19,   10,   39,    1,   54,   11,   54,   11,   54,    1,   53
 887,    1,   42,   11,   58,   10,   46,    0,   27,    0,   32,   11,   63,    1,   25,   11,   56,   10,   43,   11,   65,    1,   49,   11,   63,    1,   60,    1,   25,   10,   41
 888,    0,   18,   10,   63,   11,   56,   11,   56,    1,   55,   11,   63,    1,   38,   11,   58,   11,   64,    0,   59,   10,   47,    1,   64,   10,   45,   11,   59,   11,   56
 889,    0,   65,   11,   57,   10,   58,   11,   64,    1,   27,   10,   50,   10,   53,    0,   20,    0,   22,    1,   35,    0,   20,    0,   22,   10,   60,    1,   12,   11,   54
 890,   10,   61,    1,   13,    0,   34,    0,   58,    0,   63,   10,   47,   10,   46,    0,   52,    0,   54,    1,   58,    1,   59,    0,   44,   11,   60,    1,   60,    1,   28
 891,   10,   53,   10,   45,    1,   27,    1,   45,    1,   19,    1,   21,   11,   62,    0,   52,    1,   63,   10,   36,    0,   35,    1,   20,   10,   61,   11,   65,    1,   14
 892,    0,   24,    0,   51,   11,   58,    1,   18,    0,   65,    1,   53,    1,   48,   10,   58,   10,   56,   11,   65,   11,   64,    1,   26,   11,   60,    1,   23,    0,   33
 893,   11,   65,    1,   60,    0,   49,    0,   38,    0,   43,    0,   43,    0,   57,   10,   46,   10,   57,   11,   58,   10,   40,   10,   40,    1,   14,   11,   65,   10,   59
 894,   11,   62,   11,   65,   11,   64,   11,   65,   10,   50,   11,   60,   10,   39,    1,   56,    1,   38,    0,   29,   10,   41,   11,   55,   10,   61,    0,   48,    1,   25
 895,    1,   52,   10,   38,    1,   48,    0,   37,   10,   48,   10,   36,   10,   50,   11,   64,   10,   43,    1,   46,    0,   52,   11,   58,   10,   37,    0,   23,   11,   57
 896,    1,   56,   11,   62,    1,   43,   11,   60,   11,   63,   11,   62,   10,   36,   11,   65,    1,   38,   11,   57,    1,   30,    1,   36,   11,   63,   11,   60,   11,   58
 897,    0,   40,   10,   55,   11,   59,    0,   27,   11,   56,   10,   51,   11,   65,   10,   39,   11,   61,    0,   48,    0,   43,    1,   46,    0,   20,    1,   13,    1,   54
 898,    1,   47,   10,   37,    1,   53,    1,   21,    0,   34,    1,   23,    0,   36,    1,   44,   11,   64,    0,   52,   11,   59,    1,   19,    1,   53,   10,   52,    0,   24
 899,    1,   37,    1,   29,    1,   59,    1,   41,    0,   28,    0,   36,    1,   42,    0,   19,    1,   44,   10,   45,   10,   61,   10,   54,    0,   19,   10,   54,   11,   61
 900,   10,   59,   11,   64,   10,   46,   10,   43,   11,   56,   10,   51,   10,   64,    1,   37,    0,   47,   11,   57,   10,   57,   10,   41,   11,   57,   11,   61,   11,   55
 901,    1,   47,    1,   20,    0,   42,    1,   37,    1,   43,   10,   53,   11,   63,    0,   43,   10,   63,   10,   42,   10,   47,   10,   60,    1,   38,   10,   62,   10,   42
