nExp,  A0x,  A0y,  A1x,  A1y,  A2x,  A2y,  A3x,  A3y,  A4x,  A4y,  A5x,  A5y,  A6x,  A6y,  A7x,  A7y 
 815,   10,   49,   11,   56,   10,   48,    0,   39,    0,   34,    1,   40,   10,   58,   11,   56
 816,   11,   65,    0,   35,   11,   58,   10,   44,   11,   63,    1,   35,   11,   56,   10,   52
 817,   10,   40,    0,   31,    1,   43,    1,   53,   11,   62,   10,   48,   10,   47,   10,   43
 818,    1,   47,   10,   55,   11,   64,   11,   58,   10,   48,   10,   48,   11,   62,   10,   63
 819,   10,   51,    1,   15,    1,   50,   11,   54,   10,   64,    0,   37,   10,   57,    1,   33
 820,   10,   37,    1,   22,   10,   55,    1,   12,   11,   54,   11,   54,   11,   60,    0,   29
 821,   11,   55,    1,   40,    1,   27,    1,   37,    1,   18,   10,   62,   11,   61,   10,   57
 822,    0,   32,   10,   59,    0,   23,   10,   51,   10,   50,   11,   55,    0,   46,   11,   60
 823,    1,   30,    1,   23,   11,   63,   11,   58,    1,   23,    0,   40,   10,   64,   11,   56
 824,   11,   56,    0,   45,   11,   58,   10,   56,    1,   14,   10,   54,   10,   57,   10,   40
 825,   10,   42,   10,   54,    1,   59,    1,   65,   10,   63,   10,   53,   11,   57,   11,   65
 826,    0,   22,   11,   56,    0,   47,   10,   58,   11,   54,    1,   28,   11,   61,    1,   34
 827,    1,   30,   10,   51,   10,   49,    0,   18,   11,   63,   11,   54,    1,   27,    1,   38
 828,   11,   59,   11,   60,    1,   20,    0,   42,   11,   64,    1,   46,    0,   21,    1,   61
 829,   11,   60,   10,   62,   10,   38,   11,   61,    1,   12,    1,   49,    0,   53,    0,   37
 830,   10,   37,    0,   59,   11,   55,   11,   61,   11,   65,   10,   62,    0,   49,   11,   56
 831,   11,   62,    0,   34,    0,   53,    1,   58,   10,   38,    1,   43,   11,   55,   10,   51
 832,   10,   38,    0,   53,   10,   51,    0,   18,    1,   23,   10,   63,   10,   54,    1,   28
 833,   11,   54,    0,   42,   11,   54,    0,   31,    1,   13,    1,   43,   10,   46,   10,   39
 834,    0,   31,   11,   59,    1,   52,   11,   55,   11,   63,    1,   22,    1,   57,    0,   26
 835,   11,   61,   10,   50,    1,   64,    0,   50,    1,   12,   10,   57,   11,   60,    0,   33
 836,   10,   53,   11,   65,   10,   40,   10,   39,    1,   15,   11,   60,   10,   37,    0,   27
 837,    1,   20,    0,   44,    0,   64,   11,   65,   11,   57,   11,   56,    0,   33,   10,   39
 838,   11,   54,   11,   62,   10,   58,   10,   56,    0,   32,   10,   54,   10,   57,   10,   45
 839,   11,   65,    1,   36,    1,   16,   10,   60,    0,   43,   10,   39,    1,   17,    1,   44
 840,   10,   65,   10,   63,   10,   61,    1,   23,    1,   55,    1,   13,   11,   54,    1,   39
 841,   10,   48,   11,   65,    1,   24,    1,   31,    1,   25,    0,   32,    1,   20,   10,   58
 842,    1,   20,   10,   44,    1,   36,    1,   57,    0,   34,    0,   65,   11,   59,    0,   37
 843,    0,   20,    0,   31,    0,   33,   11,   65,    0,   52,    0,   36,   11,   58,   10,   56
 844,   11,   60,    0,   30,   10,   46,   10,   57,    1,   24,   10,   48,   10,   47,    1,   57
 845,   11,   59,    1,   36,   10,   43,   10,   49,    1,   33,    0,   18,    1,   63,   10,   40
 846,   10,   48,    0,   39,   11,   65,    1,   49,   11,   61,    0,   19,   11,   57,    0,   49
 847,   10,   52,   10,   42,   10,   36,    1,   12,   10,   43,   11,   64,    0,   49,   11,   62
 848,    0,   48,    0,   25,   10,   56,    0,   45,   11,   61,   10,   42,   10,   40,   11,   56
 849,   11,   54,   10,   45,    1,   44,    0,   64,    0,   44,   10,   45,   11,   63,    0,   39
 850,   10,   36,   11,   62,    1,   54,    1,   35,   11,   57,   11,   62,    0,   32,    0,   47
 851,    1,   61,    0,   29,   11,   61,    1,   12,   11,   58,   10,   45,    0,   60,    1,   50
 852,   11,   58,   10,   38,    0,   47,   11,   65,   11,   60,    1,   50,   10,   61,   11,   62
 853,    1,   38,   10,   57,    0,   20,    0,   27,    1,   14,   10,   45,    0,   51,   11,   61
 854,   11,   63,    1,   51,    1,   64,    0,   44,   10,   56,    0,   38,    0,   18,   11,   55
 855,    1,   50,   10,   48,   11,   64,    0,   60,    0,   22,    0,   34,    1,   12,    0,   43
 856,    1,   59,    1,   17,    0,   39,   11,   57,    0,   31,    0,   61,    0,   21,   11,   56
 857,   10,   45,    1,   65,   10,   43,   10,   55,   11,   54,    0,   64,    1,   53,    1,   46
 858,    0,   52,   11,   55,    0,   41,   10,   58,    1,   27,   10,   61,    1,   21,   11,   61
 859,   11,   65,    0,   56,   10,   60,    0,   57,   11,   56,    1,   51,    0,   34,    0,   44
 860,    1,   42,    0,   43,   11,   64,    0,   20,   11,   59,    1,   14,   11,   55,   10,   60
 861,   11,   54,    0,   43,   11,   59,    1,   14,    1,   30,    1,   32,    0,   40,   10,   44
 862,   10,   56,    1,   21,    0,   48,    0,   64,   10,   54,    1,   43,    0,   46,    1,   60
 863,   11,   63,   11,   63,   11,   55,   11,   64,   10,   62,   11,   54,   11,   59,   10,   45
 864,   10,   53,    0,   42,    0,   49,    0,   35,   10,   64,    0,   25,    1,   28,   10,   60
 865,    0,   50,   11,   64,    1,   26,   10,   47,   10,   56,    1,   52,   11,   62,    1,   37
 866,   11,   60,    0,   42,    1,   60,   10,   41,    0,   62,    0,   49,    1,   31,   10,   48
 867,    0,   31,    1,   43,   11,   59,   11,   58,    1,   55,    1,   65,   10,   55,   10,   46
 868,   10,   46,    0,   24,    1,   46,    1,   30,    0,   51,    0,   65,    1,   58,   10,   54
 869,   10,   52,   11,   55,    0,   22,   10,   41,   10,   60,    1,   51,    0,   58,   11,   54
 870,    1,   40,    1,   16,   10,   57,   11,   55,   11,   63,    0,   46,   11,   61,    0,   55
 871,    0,   48,    1,   63,    1,   21,    1,   56,    1,   64,   10,   57,    0,   61,   11,   65
 872,   11,   63,    1,   39,   11,   54,   11,   61,   10,   61,    0,   61,    1,   12,   11,   56
 873,   11,   56,    0,   44,    0,   27,   11,   60,   11,   64,    1,   65,    1,   58,   10,   36
 874,   10,   48,    0,   62,   10,   62,   11,   64,   11,   54,    0,   31,    1,   25,   11,   56
 875,    1,   47,    1,   58,   10,   44,    0,   50,    1,   43,   10,   45,    1,   18,   11,   57
 876,   11,   64,    0,   29,   10,   47,   11,   62,   11,   58,   10,   36,    0,   55,    0,   36
 877,   11,   54,   11,   58,   11,   65,   10,   48,   11,   57,    0,   40,    1,   60,    1,   62
 878,   10,   37,    1,   17,   10,   51,   10,   54,    0,   39,   10,   38,   11,   58,   11,   65
 879,   10,   56,    1,   37,   11,   65,   10,   46,   10,   51,    1,   40,   10,   40,    1,   39
 880,    0,   43,   10,   53,   10,   45,   10,   42,    1,   59,    1,   27,   11,   64,    0,   34
 881,   10,   43,   10,   47,   10,   53,    0,   61,    1,   12,   11,   65,    0,   63,    0,   19
 882,    0,   23,    1,   44,   11,   58,    0,   52,    1,   29,   11,   64,    0,   28,    0,   56
 883,   10,   56,   11,   57,    1,   15,    1,   25,    1,   23,    0,   19,    0,   47,    0,   26
 884,   11,   55,   11,   60,    1,   49,   10,   65,    1,   63,   10,   60,   10,   42,    1,   22
 885,   11,   59,   10,   36,   11,   58,    0,   28,    0,   39,    0,   45,    1,   14,   10,   58
 886,   10,   44,    1,   64,    0,   62,    1,   13,   10,   36,   11,   56,    0,   26,    1,   20
 887,    0,   46,   11,   58,   11,   56,    1,   53,    1,   65,   10,   43,    1,   63,   10,   47
 888,   11,   55,   10,   45,   11,   60,   10,   61,    1,   29,   10,   62,    1,   23,   11,   59
 889,    1,   65,   10,   42,    1,   38,   10,   50,   11,   65,    0,   28,   11,   61,    1,   18
 890,   11,   57,    0,   21,    0,   38,   10,   39,    1,   55,    0,   18,    0,   59,   10,   54
 891,   11,   65,   11,   56,   11,   60,    0,   26,    1,   13,    0,   54,   11,   65,   11,   59
 892,   10,   44,    0,   65,   11,   63,    1,   31,   10,   64,    1,   57,    1,   49,   11,   62
 893,   10,   58,   11,   54,   10,   51,   10,   41,    1,   44,   11,   56,    0,   37,   10,   49
 894,    1,   12,   10,   57,    0,   51,    0,   22,   11,   62,   10,   50,    1,   19,    1,   16
 895,    0,   23,    0,   22,   11,   60,    1,   65,   10,   43,   10,   59,   11,   63,    1,   20
 896,   10,   58,   10,   56,   10,   50,    0,   64,    1,   23,   10,   38,    0,   33,   11,   58
 897,    0,   29,    1,   15,   10,   36,    0,   45,   11,   59,    1,   63,   10,   64,    0,   38
 898,   10,   44,    0,   55,    1,   46,    0,   19,   11,   65,   11,   63,    1,   50,   10,   42
 899,   10,   47,   10,   62,    0,   47,   10,   41,   10,   37,   11,   56,    1,   56,    1,   48
 900,    0,   37,   10,   60,    1,   17,   11,   54,   10,   52,    1,   35,   10,   58,   10,   42
 901,    0,   19,   10,   65,    1,   45,   10,   42,    0,   24,    0,   29,   11,   60,   10,   38
 902,   11,   54,   11,   54,   10,   52,    0,   32,   11,   57,    0,   42,    0,   61,    0,   58
 903,    1,   45,    0,   36,   10,   39,   10,   42,   10,   41,   11,   62,    1,   54,   11,   62
 904,   10,   60,   10,   65,    1,   13,   11,   59,   11,   55,   11,   58,   10,   49,    0,   61
 905,   10,   54,   10,   65,    1,   28,   11,   62,   11,   59,    0,   28,    1,   28,    0,   39
 906,    0,   34,   11,   58,   11,   65,   11,   54,   10,   57,    0,   42,    0,   43,    0,   58
 907,    0,   64,    0,   43,    0,   30,   11,   55,    0,   62,   11,   56,    0,   62,    1,   29
 908,   10,   50,   11,   56,   11,   60,    0,   27,    0,   50,   11,   54,   11,   63,   10,   41
 909,   10,   47,    1,   60,   11,   54,   11,   60,    0,   37,   11,   64,    0,   45,   11,   56
 910,   10,   40,   11,   62,    0,   63,   10,   60,   11,   58,    0,   60,    0,   60,    0,   62
 911,    1,   37,   10,   37,    0,   44,    0,   49,    0,   23,    1,   50,   10,   48,   11,   62
 912,    0,   22,    0,   39,   11,   64,    1,   32,    0,   30,   11,   56,   11,   60,   10,   65
 913,    0,   19,    1,   62,   11,   58,   11,   57,    1,   65,    1,   39,    1,   55,    1,   26
 914,    0,   54,    0,   19,   11,   57,    1,   28,    1,   24,   11,   56,   11,   54,    1,   38
 915,   10,   47,    1,   13,   11,   65,   11,   54,   11,   59,    0,   64,   10,   46,   10,   44
 916,    0,   26,    1,   30,    0,   42,    0,   40,    0,   24,   11,   58,   11,   61,    0,   24
 917,    1,   62,   11,   56,    0,   23,    0,   38,    1,   51,   11,   59,    0,   54,    1,   20
 918,    1,   56,    1,   44,    0,   61,   10,   37,   11,   58,   11,   63,   11,   57,   10,   47
 919,   10,   61,    0,   24,    0,   38,   10,   58,   10,   39,    0,   51,   11,   59,    1,   26
 920,   11,   58,   10,   38,   11,   56,    1,   21,   11,   55,    1,   31,   10,   59,   11,   56
 921,    0,   34,    1,   50,    0,   45,    0,   31,    1,   60,   10,   37,    1,   17,   11,   58
 922,   11,   61,   11,   58,   11,   56,   10,   65,    0,   22,    1,   24,   11,   60,    0,   24
 923,    0,   49,   11,   54,   11,   59,    0,   26,   11,   62,    1,   49,   10,   45,    1,   63
 924,   11,   62,   10,   50,   11,   56,    1,   49,    0,   20,   11,   56,   10,   56,    0,   59
 925,   11,   54,    0,   59,   11,   59,    0,   26,    1,   49,   10,   58,    0,   54,    1,   55
 926,   11,   57,   11,   54,   11,   63,   10,   60,   11,   58,   10,   54,    0,   58,    0,   20
 927,   11,   65,   10,   44,    0,   65,    0,   48,   10,   40,   11,   57,   10,   58,   11,   63
 928,    1,   41,    1,   37,    1,   30,    1,   31,   11,   57,    1,   24,   11,   54,   10,   39
 929,    1,   23,    1,   44,    1,   16,    1,   62,    1,   57,    1,   65,   11,   65,   11,   60
 930,    0,   65,    0,   57,   11,   54,   11,   65,   11,   62,    1,   46,   11,   65,   11,   62
 931,   10,   41,   11,   57,    0,   24,    1,   57,    0,   36,    0,   26,    1,   43,    0,   35
 932,   11,   60,    1,   40,   10,   63,    0,   44,   10,   56,   10,   43,    0,   64,   10,   43
 933,    1,   37,   11,   54,   11,   56,   11,   62,   11,   55,    0,   57,   10,   53,   11,   65
 934,   10,   65,   11,   65,   10,   37,    0,   48,    0,   37,   11,   64,    0,   54,   11,   63
 935,   11,   65,   10,   45,    1,   35,   10,   38,    1,   62,   11,   57,    0,   43,    0,   28
 936,    1,   56,    0,   20,   10,   55,   11,   65,   10,   56,    1,   31,    0,   64,   10,   38
 937,    0,   24,   10,   57,    0,   36,   10,   43,   10,   45,   10,   53,   10,   39,   11,   58
 938,    0,   54,   11,   56,    1,   43,    1,   33,   10,   64,   10,   62,    0,   43,   10,   62
 939,    1,   52,   10,   50,    1,   19,    1,   39,   11,   62,    1,   15,    0,   54,    0,   57
 940,   11,   56,    1,   36,   10,   58,    0,   23,    0,   51,    1,   17,   11,   55,   11,   63
 941,    0,   47,    1,   29,   11,   57,    1,   42,    1,   42,   10,   56,   11,   54,   10,   64
 942,   11,   60,    0,   33,   10,   58,    1,   56,   11,   65,   10,   52,   11,   64,    0,   37
 943,   11,   55,    1,   40,   10,   51,    1,   60,    0,   29,    0,   62,   11,   57,    1,   42
 944,    0,   57,   10,   41,    1,   20,    0,   21,   11,   59,   11,   63,    0,   58,    0,   62
 945,   11,   65,   10,   42,    0,   56,   11,   60,    0,   28,    1,   23,   11,   64,    1,   48
 946,    0,   50,   11,   55,    0,   21,   11,   65,    1,   48,   10,   38,   11,   56,    0,   31
 947,   11,   65,    1,   30,   10,   58,    0,   62,    1,   21,    0,   58,   11,   61,    0,   27
 948,   11,   62,   11,   60,    0,   25,    1,   41,   11,   61,   11,   65,    1,   30,   10,   55
 949,    1,   34,   11,   57,   11,   54,    1,   56,   11,   55,   11,   61,   11,   65,   10,   64
 950,    0,   20,    0,   60,   10,   39,    0,   20,    1,   23,   10,   44,   11,   60,   10,   52
 951,    1,   23,    0,   38,    0,   18,    0,   64,    0,   42,   10,   42,    0,   53,    1,   65
 952,   10,   37,    0,   47,    1,   16,   11,   65,   11,   63,    1,   12,    1,   14,   10,   50
 953,   11,   65,    0,   38,    0,   50,   10,   65,    0,   59,    1,   31,   11,   59,   10,   64
 954,   11,   59,    0,   36,   10,   42,    0,   23,    1,   62,   11,   65,   10,   50,   11,   61
 955,   10,   45,   11,   65,   11,   63,   11,   60,    1,   52,    0,   37,   10,   51,    0,   42
 956,   11,   55,    0,   35,   10,   59,   10,   38,    0,   52,    0,   36,   10,   41,   10,   52
 957,    1,   16,    1,   38,   11,   54,   10,   43,    0,   24,    0,   21,    1,   27,    1,   45
 958,   10,   53,    0,   22,   11,   65,    0,   46,    0,   22,    0,   53,   10,   47,   11,   55
 959,   11,   58,   10,   36,    0,   44,    0,   33,    0,   23,   11,   56,   11,   64,    0,   60
 960,    0,   26,    0,   27,   11,   55,    0,   32,   10,   63,   10,   59,    1,   46,    1,   50
 961,    1,   15,   11,   58,    0,   65,    0,   33,    0,   49,    0,   49,    1,   28,    0,   22
 962,   10,   57,    0,   48,    1,   60,    0,   38,   10,   54,   11,   58,    1,   35,   11,   56
 963,    0,   22,   10,   63,   11,   64,    1,   47,    1,   25,    1,   26,   10,   45,   10,   54
 964,   10,   44,   11,   57,   10,   62,   11,   56,    0,   33,   10,   37,    0,   33,    1,   46
 965,   11,   54,   10,   44,    0,   27,    0,   55,   11,   57,    0,   37,    0,   19,   11,   60
 966,    1,   33,   10,   53,   10,   42,   10,   57,    1,   12,   11,   62,   11,   55,   11,   57
 967,   11,   64,   11,   63,    0,   63,   10,   44,    1,   59,   10,   52,   11,   65,    1,   15
 968,   11,   56,   10,   61,   11,   54,   10,   56,    1,   44,    0,   27,   11,   57,   10,   56
 969,   10,   44,   10,   37,   10,   39,   11,   62,    0,   41,    1,   15,   10,   41,    1,   16
 970,    0,   49,    1,   12,   10,   58,    0,   54,   10,   42,    0,   52,    0,   51,   11,   61
 971,   11,   58,   11,   61,   11,   59,   10,   48,   10,   41,    0,   58,    0,   34,   11,   60
 972,    0,   39,   11,   59,   10,   48,   11,   62,    1,   28,   10,   45,   10,   58,   11,   64
 973,   10,   46,    0,   38,    1,   27,   10,   60,   11,   65,   11,   56,    1,   64,   10,   53
 974,    0,   45,    1,   15,    1,   63,   11,   62,   10,   58,    1,   25,    1,   37,    1,   28
 975,   10,   60,   11,   56,    0,   30,    0,   21,    1,   63,   11,   58,    0,   29,    0,   63
 976,    0,   56,    1,   30,   10,   39,   10,   58,    0,   40,   11,   63,   10,   53,   11,   59
 977,    1,   57,    0,   26,    1,   48,   11,   54,    0,   18,   10,   63,    0,   63,   11,   60
 978,   11,   56,   10,   54,   11,   56,    0,   55,   11,   62,    0,   21,    0,   30,   10,   52
 979,    0,   53,   11,   62,   10,   58,    0,   58,   11,   55,   11,   59,    1,   56,   10,   61
 980,   10,   63,   10,   42,    0,   41,   11,   61,    1,   49,    1,   40,    0,   40,    1,   27
 981,   10,   56,    1,   20,    1,   59,    0,   26,   10,   42,   11,   55,    1,   53,   10,   41
 982,    1,   65,    1,   15,    0,   54,   11,   58,    1,   35,    0,   45,    1,   42,    0,   38
 983,    1,   31,    1,   49,   10,   39,    1,   50,    0,   23,    0,   50,    0,   30,   11,   62
 984,   11,   59,    0,   53,   11,   64,   10,   39,    0,   40,   11,   55,    0,   62,   10,   48
 985,    1,   60,   10,   36,   10,   54,    1,   49,   10,   52,   10,   47,    1,   13,   10,   61
 986,   11,   57,   10,   63,    1,   47,   10,   40,    1,   52,   10,   41,    0,   25,    0,   53
 987,    1,   55,    1,   25,   11,   54,    1,   61,    1,   48,   10,   64,   10,   55,    1,   12
 988,   10,   45,   11,   64,   11,   63,   11,   61,    1,   61,   10,   44,    0,   25,    0,   26
 989,    0,   46,    0,   64,    1,   45,   11,   60,   11,   61,   10,   65,    0,   30,   10,   52
 990,    0,   27,    1,   40,    0,   65,   11,   63,    0,   54,   11,   63,   10,   43,   10,   58
 991,    1,   31,    0,   64,   10,   36,   10,   63,   11,   59,    0,   37,   11,   57,    0,   36
 992,   10,   52,   10,   40,   10,   57,   11,   58,   11,   65,    0,   55,   10,   38,   11,   54
 993,   10,   38,    0,   41,    1,   43,   11,   57,   10,   47,    0,   49,   10,   64,    0,   61
 994,    0,   47,   11,   60,    0,   50,   11,   63,   10,   61,   11,   54,   11,   59,   10,   60
 995,   11,   64,   10,   51,   11,   56,    1,   31,   10,   47,    0,   62,   10,   48,   11,   65
 996,   10,   44,   10,   49,   11,   64,    0,   18,    0,   33,   10,   42,    0,   20,    0,   24
 997,   11,   60,    0,   65,   10,   53,   10,   59,    1,   61,    0,   45,    1,   65,    1,   61
 998,    1,   12,   10,   44,    0,   43,    1,   46,    1,   33,   11,   59,   10,   36,   10,   54
 999,   10,   56,   11,   64,   11,   61,   10,   40,    0,   65,   10,   61,   11,   59,    1,   29
