nExp,  A0x,  A0y,  A1x,  A1y,  A2x,  A2y,  A3x,  A3y,  A4x,  A4y,  A5x,  A5y,  A6x,  A6y,  A7x,  A7y,  A8x,  A8y,  A9x,  A9y 
 658,   10,   50,   11,   55,    0,   46,   11,   60,    1,   30,    1,   23,   11,   63,   11,   58,    1,   23,    0,   40
 659,   10,   64,   11,   56,   11,   56,    0,   45,   11,   58,   10,   56,    1,   14,   10,   54,   10,   57,   10,   40
 660,   10,   42,   10,   54,    1,   59,    1,   65,   10,   63,   10,   53,   11,   57,   11,   65,    0,   22,   11,   56
 661,    0,   47,   10,   58,   11,   54,    1,   28,   11,   61,    1,   34,    1,   30,   10,   51,   10,   49,    0,   18
 662,   11,   63,   11,   54,    1,   27,    1,   38,   11,   59,   11,   60,    1,   20,    0,   42,   11,   64,    1,   46
 663,    0,   21,    1,   61,   11,   60,   10,   62,   10,   38,   11,   61,    1,   12,    1,   49,    0,   53,    0,   37
 664,   10,   37,    0,   59,   11,   55,   11,   61,   11,   65,   10,   62,    0,   49,   11,   56,   11,   62,    0,   34
 665,    0,   53,    1,   58,   10,   38,    1,   43,   11,   55,   10,   51,   10,   38,    0,   53,   10,   51,    0,   18
 666,    1,   23,   10,   63,   10,   54,    1,   28,   11,   54,    0,   42,   11,   54,    0,   31,    1,   13,    1,   43
 667,   10,   46,   10,   39,    0,   31,   11,   59,    1,   52,   11,   55,   11,   63,    1,   22,    1,   57,    0,   26
 668,   11,   61,   10,   50,    1,   64,    0,   50,    1,   12,   10,   57,   11,   60,    0,   33,   10,   53,   11,   65
 669,   10,   40,   10,   39,    1,   15,   11,   60,   10,   37,    0,   27,    1,   20,    0,   44,    0,   64,   11,   65
 670,   11,   57,   11,   56,    0,   33,   10,   39,   11,   54,   11,   62,   10,   58,   10,   56,    0,   32,   10,   54
 671,   10,   57,   10,   45,   11,   65,    1,   36,    1,   16,   10,   60,    0,   43,   10,   39,    1,   17,    1,   44
 672,   10,   65,   10,   63,   10,   61,    1,   23,    1,   55,    1,   13,   11,   54,    1,   39,   10,   48,   11,   65
 673,    1,   24,    1,   31,    1,   25,    0,   32,    1,   20,   10,   58,    1,   20,   10,   44,    1,   36,    1,   57
 674,    0,   34,    0,   65,   11,   59,    0,   37,    0,   20,    0,   31,    0,   33,   11,   65,    0,   52,    0,   36
 675,   11,   58,   10,   56,   11,   60,    0,   30,   10,   46,   10,   57,    1,   24,   10,   48,   10,   47,    1,   57
 676,   11,   59,    1,   36,   10,   43,   10,   49,    1,   33,    0,   18,    1,   63,   10,   40,   10,   48,    0,   39
 677,   11,   65,    1,   49,   11,   61,    0,   19,   11,   57,    0,   49,   10,   52,   10,   42,   10,   36,    1,   12
 678,   10,   43,   11,   64,    0,   49,   11,   62,    0,   48,    0,   25,   10,   56,    0,   45,   11,   61,   10,   42
 679,   10,   40,   11,   56,   11,   54,   10,   45,    1,   44,    0,   64,    0,   44,   10,   45,   11,   63,    0,   39
 680,   10,   36,   11,   62,    1,   54,    1,   35,   11,   57,   11,   62,    0,   32,    0,   47,    1,   61,    0,   29
 681,   11,   61,    1,   12,   11,   58,   10,   45,    0,   60,    1,   50,   11,   58,   10,   38,    0,   47,   11,   65
 682,   11,   60,    1,   50,   10,   61,   11,   62,    1,   38,   10,   57,    0,   20,    0,   27,    1,   14,   10,   45
 683,    0,   51,   11,   61,   11,   63,    1,   51,    1,   64,    0,   44,   10,   56,    0,   38,    0,   18,   11,   55
 684,    1,   50,   10,   48,   11,   64,    0,   60,    0,   22,    0,   34,    1,   12,    0,   43,    1,   59,    1,   17
 685,    0,   39,   11,   57,    0,   31,    0,   61,    0,   21,   11,   56,   10,   45,    1,   65,   10,   43,   10,   55
 686,   11,   54,    0,   64,    1,   53,    1,   46,    0,   52,   11,   55,    0,   41,   10,   58,    1,   27,   10,   61
 687,    1,   21,   11,   61,   11,   65,    0,   56,   10,   60,    0,   57,   11,   56,    1,   51,    0,   34,    0,   44
 688,    1,   42,    0,   43,   11,   64,    0,   20,   11,   59,    1,   14,   11,   55,   10,   60,   11,   54,    0,   43
 689,   11,   59,    1,   14,    1,   30,    1,   32,    0,   40,   10,   44,   10,   56,    1,   21,    0,   48,    0,   64
 690,   10,   54,    1,   43,    0,   46,    1,   60,   11,   63,   11,   63,   11,   55,   11,   64,   10,   62,   11,   54
 691,   11,   59,   10,   45,   10,   53,    0,   42,    0,   49,    0,   35,   10,   64,    0,   25,    1,   28,   10,   60
 692,    0,   50,   11,   64,    1,   26,   10,   47,   10,   56,    1,   52,   11,   62,    1,   37,   11,   60,    0,   42
 693,    1,   60,   10,   41,    0,   62,    0,   49,    1,   31,   10,   48,    0,   31,    1,   43,   11,   59,   11,   58
 694,    1,   55,    1,   65,   10,   55,   10,   46,   10,   46,    0,   24,    1,   46,    1,   30,    0,   51,    0,   65
 695,    1,   58,   10,   54,   10,   52,   11,   55,    0,   22,   10,   41,   10,   60,    1,   51,    0,   58,   11,   54
 696,    1,   40,    1,   16,   10,   57,   11,   55,   11,   63,    0,   46,   11,   61,    0,   55,    0,   48,    1,   63
 697,    1,   21,    1,   56,    1,   64,   10,   57,    0,   61,   11,   65,   11,   63,    1,   39,   11,   54,   11,   61
 698,   10,   61,    0,   61,    1,   12,   11,   56,   11,   56,    0,   44,    0,   27,   11,   60,   11,   64,    1,   65
 699,    1,   58,   10,   36,   10,   48,    0,   62,   10,   62,   11,   64,   11,   54,    0,   31,    1,   25,   11,   56
 700,    1,   47,    1,   58,   10,   44,    0,   50,    1,   43,   10,   45,    1,   18,   11,   57,   11,   64,    0,   29
 701,   10,   47,   11,   62,   11,   58,   10,   36,    0,   55,    0,   36,   11,   54,   11,   58,   11,   65,   10,   48
 702,   11,   57,    0,   40,    1,   60,    1,   62,   10,   37,    1,   17,   10,   51,   10,   54,    0,   39,   10,   38
 703,   11,   58,   11,   65,   10,   56,    1,   37,   11,   65,   10,   46,   10,   51,    1,   40,   10,   40,    1,   39
 704,    0,   43,   10,   53,   10,   45,   10,   42,    1,   59,    1,   27,   11,   64,    0,   34,   10,   43,   10,   47
 705,   10,   53,    0,   61,    1,   12,   11,   65,    0,   63,    0,   19,    0,   23,    1,   44,   11,   58,    0,   52
 706,    1,   29,   11,   64,    0,   28,    0,   56,   10,   56,   11,   57,    1,   15,    1,   25,    1,   23,    0,   19
 707,    0,   47,    0,   26,   11,   55,   11,   60,    1,   49,   10,   65,    1,   63,   10,   60,   10,   42,    1,   22
 708,   11,   59,   10,   36,   11,   58,    0,   28,    0,   39,    0,   45,    1,   14,   10,   58,   10,   44,    1,   64
 709,    0,   62,    1,   13,   10,   36,   11,   56,    0,   26,    1,   20,    0,   46,   11,   58,   11,   56,    1,   53
 710,    1,   65,   10,   43,    1,   63,   10,   47,   11,   55,   10,   45,   11,   60,   10,   61,    1,   29,   10,   62
 711,    1,   23,   11,   59,    1,   65,   10,   42,    1,   38,   10,   50,   11,   65,    0,   28,   11,   61,    1,   18
 712,   11,   57,    0,   21,    0,   38,   10,   39,    1,   55,    0,   18,    0,   59,   10,   54,   11,   65,   11,   56
 713,   11,   60,    0,   26,    1,   13,    0,   54,   11,   65,   11,   59,   10,   44,    0,   65,   11,   63,    1,   31
 714,   10,   64,    1,   57,    1,   49,   11,   62,   10,   58,   11,   54,   10,   51,   10,   41,    1,   44,   11,   56
 715,    0,   37,   10,   49,    1,   12,   10,   57,    0,   51,    0,   22,   11,   62,   10,   50,    1,   19,    1,   16
 716,    0,   23,    0,   22,   11,   60,    1,   65,   10,   43,   10,   59,   11,   63,    1,   20,   10,   58,   10,   56
 717,   10,   50,    0,   64,    1,   23,   10,   38,    0,   33,   11,   58,    0,   29,    1,   15,   10,   36,    0,   45
 718,   11,   59,    1,   63,   10,   64,    0,   38,   10,   44,    0,   55,    1,   46,    0,   19,   11,   65,   11,   63
 719,    1,   50,   10,   42,   10,   47,   10,   62,    0,   47,   10,   41,   10,   37,   11,   56,    1,   56,    1,   48
 720,    0,   37,   10,   60,    1,   17,   11,   54,   10,   52,    1,   35,   10,   58,   10,   42,    0,   19,   10,   65
 721,    1,   45,   10,   42,    0,   24,    0,   29,   11,   60,   10,   38,   11,   54,   11,   54,   10,   52,    0,   32
 722,   11,   57,    0,   42,    0,   61,    0,   58,    1,   45,    0,   36,   10,   39,   10,   42,   10,   41,   11,   62
 723,    1,   54,   11,   62,   10,   60,   10,   65,    1,   13,   11,   59,   11,   55,   11,   58,   10,   49,    0,   61
 724,   10,   54,   10,   65,    1,   28,   11,   62,   11,   59,    0,   28,    1,   28,    0,   39,    0,   34,   11,   58
 725,   11,   65,   11,   54,   10,   57,    0,   42,    0,   43,    0,   58,    0,   64,    0,   43,    0,   30,   11,   55
 726,    0,   62,   11,   56,    0,   62,    1,   29,   10,   50,   11,   56,   11,   60,    0,   27,    0,   50,   11,   54
 727,   11,   63,   10,   41,   10,   47,    1,   60,   11,   54,   11,   60,    0,   37,   11,   64,    0,   45,   11,   56
 728,   10,   40,   11,   62,    0,   63,   10,   60,   11,   58,    0,   60,    0,   60,    0,   62,    1,   37,   10,   37
 729,    0,   44,    0,   49,    0,   23,    1,   50,   10,   48,   11,   62,    0,   22,    0,   39,   11,   64,    1,   32
 730,    0,   30,   11,   56,   11,   60,   10,   65,    0,   19,    1,   62,   11,   58,   11,   57,    1,   65,    1,   39
 731,    1,   55,    1,   26,    0,   54,    0,   19,   11,   57,    1,   28,    1,   24,   11,   56,   11,   54,    1,   38
 732,   10,   47,    1,   13,   11,   65,   11,   54,   11,   59,    0,   64,   10,   46,   10,   44,    0,   26,    1,   30
 733,    0,   42,    0,   40,    0,   24,   11,   58,   11,   61,    0,   24,    1,   62,   11,   56,    0,   23,    0,   38
 734,    1,   51,   11,   59,    0,   54,    1,   20,    1,   56,    1,   44,    0,   61,   10,   37,   11,   58,   11,   63
 735,   11,   57,   10,   47,   10,   61,    0,   24,    0,   38,   10,   58,   10,   39,    0,   51,   11,   59,    1,   26
 736,   11,   58,   10,   38,   11,   56,    1,   21,   11,   55,    1,   31,   10,   59,   11,   56,    0,   34,    1,   50
 737,    0,   45,    0,   31,    1,   60,   10,   37,    1,   17,   11,   58,   11,   61,   11,   58,   11,   56,   10,   65
 738,    0,   22,    1,   24,   11,   60,    0,   24,    0,   49,   11,   54,   11,   59,    0,   26,   11,   62,    1,   49
 739,   10,   45,    1,   63,   11,   62,   10,   50,   11,   56,    1,   49,    0,   20,   11,   56,   10,   56,    0,   59
 740,   11,   54,    0,   59,   11,   59,    0,   26,    1,   49,   10,   58,    0,   54,    1,   55,   11,   57,   11,   54
 741,   11,   63,   10,   60,   11,   58,   10,   54,    0,   58,    0,   20,   11,   65,   10,   44,    0,   65,    0,   48
 742,   10,   40,   11,   57,   10,   58,   11,   63,    1,   41,    1,   37,    1,   30,    1,   31,   11,   57,    1,   24
 743,   11,   54,   10,   39,    1,   23,    1,   44,    1,   16,    1,   62,    1,   57,    1,   65,   11,   65,   11,   60
 744,    0,   65,    0,   57,   11,   54,   11,   65,   11,   62,    1,   46,   11,   65,   11,   62,   10,   41,   11,   57
 745,    0,   24,    1,   57,    0,   36,    0,   26,    1,   43,    0,   35,   11,   60,    1,   40,   10,   63,    0,   44
 746,   10,   56,   10,   43,    0,   64,   10,   43,    1,   37,   11,   54,   11,   56,   11,   62,   11,   55,    0,   57
 747,   10,   53,   11,   65,   10,   65,   11,   65,   10,   37,    0,   48,    0,   37,   11,   64,    0,   54,   11,   63
 748,   11,   65,   10,   45,    1,   35,   10,   38,    1,   62,   11,   57,    0,   43,    0,   28,    1,   56,    0,   20
 749,   10,   55,   11,   65,   10,   56,    1,   31,    0,   64,   10,   38,    0,   24,   10,   57,    0,   36,   10,   43
 750,   10,   45,   10,   53,   10,   39,   11,   58,    0,   54,   11,   56,    1,   43,    1,   33,   10,   64,   10,   62
 751,    0,   43,   10,   62,    1,   52,   10,   50,    1,   19,    1,   39,   11,   62,    1,   15,    0,   54,    0,   57
 752,   11,   56,    1,   36,   10,   58,    0,   23,    0,   51,    1,   17,   11,   55,   11,   63,    0,   47,    1,   29
 753,   11,   57,    1,   42,    1,   42,   10,   56,   11,   54,   10,   64,   11,   60,    0,   33,   10,   58,    1,   56
 754,   11,   65,   10,   52,   11,   64,    0,   37,   11,   55,    1,   40,   10,   51,    1,   60,    0,   29,    0,   62
 755,   11,   57,    1,   42,    0,   57,   10,   41,    1,   20,    0,   21,   11,   59,   11,   63,    0,   58,    0,   62
 756,   11,   65,   10,   42,    0,   56,   11,   60,    0,   28,    1,   23,   11,   64,    1,   48,    0,   50,   11,   55
 757,    0,   21,   11,   65,    1,   48,   10,   38,   11,   56,    0,   31,   11,   65,    1,   30,   10,   58,    0,   62
 758,    1,   21,    0,   58,   11,   61,    0,   27,   11,   62,   11,   60,    0,   25,    1,   41,   11,   61,   11,   65
 759,    1,   30,   10,   55,    1,   34,   11,   57,   11,   54,    1,   56,   11,   55,   11,   61,   11,   65,   10,   64
 760,    0,   20,    0,   60,   10,   39,    0,   20,    1,   23,   10,   44,   11,   60,   10,   52,    1,   23,    0,   38
 761,    0,   18,    0,   64,    0,   42,   10,   42,    0,   53,    1,   65,   10,   37,    0,   47,    1,   16,   11,   65
 762,   11,   63,    1,   12,    1,   14,   10,   50,   11,   65,    0,   38,    0,   50,   10,   65,    0,   59,    1,   31
 763,   11,   59,   10,   64,   11,   59,    0,   36,   10,   42,    0,   23,    1,   62,   11,   65,   10,   50,   11,   61
 764,   10,   45,   11,   65,   11,   63,   11,   60,    1,   52,    0,   37,   10,   51,    0,   42,   11,   55,    0,   35
 765,   10,   59,   10,   38,    0,   52,    0,   36,   10,   41,   10,   52,    1,   16,    1,   38,   11,   54,   10,   43
 766,    0,   24,    0,   21,    1,   27,    1,   45,   10,   53,    0,   22,   11,   65,    0,   46,    0,   22,    0,   53
 767,   10,   47,   11,   55,   11,   58,   10,   36,    0,   44,    0,   33,    0,   23,   11,   56,   11,   64,    0,   60
 768,    0,   26,    0,   27,   11,   55,    0,   32,   10,   63,   10,   59,    1,   46,    1,   50,    1,   15,   11,   58
 769,    0,   65,    0,   33,    0,   49,    0,   49,    1,   28,    0,   22,   10,   57,    0,   48,    1,   60,    0,   38
 770,   10,   54,   11,   58,    1,   35,   11,   56,    0,   22,   10,   63,   11,   64,    1,   47,    1,   25,    1,   26
 771,   10,   45,   10,   54,   10,   44,   11,   57,   10,   62,   11,   56,    0,   33,   10,   37,    0,   33,    1,   46
 772,   11,   54,   10,   44,    0,   27,    0,   55,   11,   57,    0,   37,    0,   19,   11,   60,    1,   33,   10,   53
 773,   10,   42,   10,   57,    1,   12,   11,   62,   11,   55,   11,   57,   11,   64,   11,   63,    0,   63,   10,   44
 774,    1,   59,   10,   52,   11,   65,    1,   15,   11,   56,   10,   61,   11,   54,   10,   56,    1,   44,    0,   27
 775,   11,   57,   10,   56,   10,   44,   10,   37,   10,   39,   11,   62,    0,   41,    1,   15,   10,   41,    1,   16
 776,    0,   49,    1,   12,   10,   58,    0,   54,   10,   42,    0,   52,    0,   51,   11,   61,   11,   58,   11,   61
 777,   11,   59,   10,   48,   10,   41,    0,   58,    0,   34,   11,   60,    0,   39,   11,   59,   10,   48,   11,   62
 778,    1,   28,   10,   45,   10,   58,   11,   64,   10,   46,    0,   38,    1,   27,   10,   60,   11,   65,   11,   56
 779,    1,   64,   10,   53,    0,   45,    1,   15,    1,   63,   11,   62,   10,   58,    1,   25,    1,   37,    1,   28
 780,   10,   60,   11,   56,    0,   30,    0,   21,    1,   63,   11,   58,    0,   29,    0,   63,    0,   56,    1,   30
 781,   10,   39,   10,   58,    0,   40,   11,   63,   10,   53,   11,   59,    1,   57,    0,   26,    1,   48,   11,   54
 782,    0,   18,   10,   63,    0,   63,   11,   60,   11,   56,   10,   54,   11,   56,    0,   55,   11,   62,    0,   21
 783,    0,   30,   10,   52,    0,   53,   11,   62,   10,   58,    0,   58,   11,   55,   11,   59,    1,   56,   10,   61
 784,   10,   63,   10,   42,    0,   41,   11,   61,    1,   49,    1,   40,    0,   40,    1,   27,   10,   56,    1,   20
 785,    1,   59,    0,   26,   10,   42,   11,   55,    1,   53,   10,   41,    1,   65,    1,   15,    0,   54,   11,   58
 786,    1,   35,    0,   45,    1,   42,    0,   38,    1,   31,    1,   49,   10,   39,    1,   50,    0,   23,    0,   50
 787,    0,   30,   11,   62,   11,   59,    0,   53,   11,   64,   10,   39,    0,   40,   11,   55,    0,   62,   10,   48
 788,    1,   60,   10,   36,   10,   54,    1,   49,   10,   52,   10,   47,    1,   13,   10,   61,   11,   57,   10,   63
 789,    1,   47,   10,   40,    1,   52,   10,   41,    0,   25,    0,   53,    1,   55,    1,   25,   11,   54,    1,   61
 790,    1,   48,   10,   64,   10,   55,    1,   12,   10,   45,   11,   64,   11,   63,   11,   61,    1,   61,   10,   44
 791,    0,   25,    0,   26,    0,   46,    0,   64,    1,   45,   11,   60,   11,   61,   10,   65,    0,   30,   10,   52
 792,    0,   27,    1,   40,    0,   65,   11,   63,    0,   54,   11,   63,   10,   43,   10,   58,    1,   31,    0,   64
 793,   10,   36,   10,   63,   11,   59,    0,   37,   11,   57,    0,   36,   10,   52,   10,   40,   10,   57,   11,   58
 794,   11,   65,    0,   55,   10,   38,   11,   54,   10,   38,    0,   41,    1,   43,   11,   57,   10,   47,    0,   49
 795,   10,   64,    0,   61,    0,   47,   11,   60,    0,   50,   11,   63,   10,   61,   11,   54,   11,   59,   10,   60
 796,   11,   64,   10,   51,   11,   56,    1,   31,   10,   47,    0,   62,   10,   48,   11,   65,   10,   44,   10,   49
 797,   11,   64,    0,   18,    0,   33,   10,   42,    0,   20,    0,   24,   11,   60,    0,   65,   10,   53,   10,   59
 798,    1,   61,    0,   45,    1,   65,    1,   61,    1,   12,   10,   44,    0,   43,    1,   46,    1,   33,   11,   59
 799,   10,   36,   10,   54,   10,   56,   11,   64,   11,   61,   10,   40,    0,   65,   10,   61,   11,   59,    1,   29
 800,   10,   64,   11,   55,   10,   47,    1,   17,   11,   59,    1,   53,   11,   61,    1,   25,   10,   46,   10,   39
 801,   11,   64,   10,   45,    1,   43,    1,   49,    1,   27,    0,   59,    1,   12,    1,   52,   10,   47,    1,   35
 802,   10,   65,   11,   55,   11,   57,    1,   64,   10,   37,   11,   64,    0,   29,   11,   65,    1,   26,   11,   65
 803,   10,   40,    1,   64,   11,   57,   10,   49,    0,   48,    0,   37,    0,   63,   11,   65,   11,   61,    1,   36
 804,    0,   25,    1,   32,   11,   56,    0,   36,    1,   34,    1,   17,    1,   26,    0,   62,    1,   30,   11,   62
 805,    0,   56,    0,   33,   11,   64,    1,   47,   11,   59,   10,   65,   11,   63,    0,   33,   10,   45,    1,   24
 806,    0,   50,   11,   63,   11,   56,   11,   60,    0,   41,   10,   42,    1,   64,    1,   48,    1,   65,   11,   55
 807,    1,   25,   11,   59,   10,   59,   11,   61,    1,   45,    1,   61,   11,   62,    1,   44,   10,   43,    0,   46
 808,   11,   65,   10,   40,   11,   58,    0,   45,   10,   58,    1,   20,    1,   21,   11,   58,   10,   60,    1,   13
 809,    0,   37,   10,   42,   10,   54,    0,   33,   10,   59,   11,   63,    0,   50,   10,   49,   11,   55,   10,   41
 810,   11,   64,    0,   29,    0,   51,   10,   52,    1,   26,    1,   26,    1,   49,    0,   60,    1,   63,   11,   64
 811,   11,   59,    0,   62,    1,   63,   11,   58,    0,   64,    1,   17,   11,   57,    1,   57,    0,   63,   10,   41
 812,   11,   61,    0,   48,    0,   36,    0,   60,    1,   39,   11,   63,    0,   43,    1,   45,   11,   64,   10,   36
 813,   10,   56,   11,   54,    1,   31,   10,   43,    0,   48,    1,   25,    0,   65,   10,   43,    1,   13,   11,   58
 814,    0,   60,    0,   23,   11,   63,    0,   27,   10,   39,   10,   55,    1,   58,   11,   55,   11,   54,   10,   52
 815,    0,   28,    0,   26,    0,   26,   10,   43,   10,   62,   10,   41,    0,   52,    0,   57,   11,   61,    1,   25
 816,   10,   39,    1,   56,   10,   56,   10,   40,   10,   52,   11,   60,   11,   65,    0,   44,   11,   63,    1,   64
 817,    0,   44,    0,   40,    0,   22,    1,   61,    1,   18,   11,   65,   10,   50,   10,   49,    0,   48,    0,   27
 818,    0,   49,   11,   64,    1,   13,    0,   61,    0,   19,    1,   34,   10,   42,    1,   43,   10,   41,    0,   25
 819,    0,   30,    1,   23,   11,   65,   11,   61,    1,   12,   11,   59,   10,   40,   10,   48,    0,   52,    0,   34
 820,   11,   55,    1,   12,   11,   54,    0,   26,    1,   43,   10,   44,   10,   62,   10,   36,    0,   51,   11,   58
 821,    0,   34,   11,   61,   11,   57,   10,   53,    0,   44,    1,   34,    1,   12,    0,   31,   11,   55,   10,   36
 822,   10,   55,    1,   30,    1,   21,   10,   59,    1,   57,    0,   50,    1,   58,    1,   38,   10,   41,   10,   48
 823,   10,   48,    1,   49,    0,   22,    0,   32,    0,   26,    0,   24,    1,   24,   11,   65,   11,   62,    0,   29
 824,    1,   17,   10,   54,    1,   39,    1,   13,   10,   53,    1,   36,    1,   60,    1,   59,   11,   55,   11,   61
 825,    1,   43,    1,   13,    1,   43,    0,   57,   11,   59,    1,   50,   11,   61,    1,   54,    0,   34,    1,   14
 826,   10,   59,    1,   45,   11,   63,   11,   57,   11,   60,   11,   58,   11,   58,   11,   54,   11,   58,   11,   58
 827,    1,   23,    0,   62,   11,   57,   10,   63,    1,   44,   10,   51,   10,   39,    0,   32,   10,   47,    0,   56
 828,    1,   32,   10,   59,    0,   28,    0,   52,   10,   41,   10,   46,    0,   62,   11,   65,   10,   60,    0,   50
 829,    0,   34,   10,   51,   11,   57,   10,   47,   11,   60,    1,   32,   10,   64,    1,   43,    1,   42,   11,   59
 830,   10,   56,    0,   43,    0,   44,   10,   53,    0,   44,   11,   54,    0,   37,   10,   40,    0,   18,   10,   38
 831,    0,   36,   11,   64,   10,   47,    1,   48,    0,   40,   11,   60,   11,   62,   10,   52,   11,   60,    1,   33
 832,   11,   61,   11,   57,   10,   59,   10,   63,    1,   59,    1,   14,    1,   17,    1,   62,   10,   53,    1,   46
 833,   10,   52,   11,   56,    1,   36,   11,   58,   10,   41,   11,   63,   11,   55,    1,   19,    0,   52,    1,   38
 834,   11,   54,    1,   51,    1,   64,    1,   35,   11,   56,    1,   13,    0,   45,   10,   53,   10,   52,   11,   55
 835,   11,   65,   11,   58,   11,   56,   11,   57,   10,   47,    1,   57,    1,   27,    1,   24,    1,   49,    0,   33
 836,    1,   37,    0,   23,   10,   37,    0,   26,    0,   45,   11,   57,   11,   55,   10,   54,    0,   35,   11,   58
 837,   10,   39,   11,   61,    0,   38,   11,   56,    1,   21,    0,   34,   11,   57,    1,   42,    1,   59,   10,   63
 838,    0,   45,    0,   43,    0,   55,    0,   28,   10,   54,   10,   37,   10,   36,    0,   25,    0,   36,    1,   13
 839,    0,   48,    0,   58,   11,   56,    0,   30,   10,   47,    1,   24,    1,   14,   10,   44,   10,   45,   10,   58
 840,    1,   18,   10,   65,    0,   20,   10,   47,   11,   55,    0,   42,   11,   59,    1,   21,   11,   65,    0,   42
 841,   11,   61,    0,   56,   10,   40,   11,   56,    1,   59,   10,   56,   11,   62,   11,   59,   10,   53,   10,   40
 842,    1,   29,   11,   56,    0,   32,   10,   53,   11,   64,   10,   42,    1,   22,   10,   43,   11,   64,    1,   34
 843,    0,   64,    1,   31,   10,   54,   11,   62,   10,   59,   11,   58,    0,   22,   11,   59,    1,   59,    1,   35
 844,    1,   23,   11,   63,   11,   55,   10,   41,   11,   58,   11,   56,    1,   23,    1,   24,    1,   48,    0,   42
 845,    0,   60,   10,   62,   10,   52,    1,   32,   11,   58,   10,   50,   10,   49,   11,   59,   11,   58,    1,   16
 846,   10,   56,   10,   46,   11,   59,   10,   54,   11,   61,    0,   35,    1,   43,   11,   63,   10,   44,    0,   49
 847,   10,   52,   10,   63,    1,   24,   10,   36,    0,   24,   10,   60,   11,   62,   11,   58,   11,   64,   11,   65
 848,   11,   62,    1,   29,   10,   51,   10,   42,    0,   39,    1,   38,    1,   31,    1,   39,   11,   60,   10,   41
 849,    0,   25,    0,   38,   10,   46,    1,   42,    0,   62,    0,   37,   11,   54,    1,   38,    1,   43,    1,   22
 850,   11,   54,    0,   61,    1,   38,   11,   64,    0,   64,   10,   65,    0,   63,   11,   61,    0,   21,    1,   40
 851,   11,   55,   11,   58,    0,   43,   10,   55,   10,   59,   11,   62,   11,   57,    1,   19,    1,   24,    1,   17
 852,   10,   46,   10,   42,   10,   56,   11,   59,    1,   13,    1,   47,   11,   64,    1,   52,    0,   64,    0,   56
 853,    1,   25,    1,   21,    1,   27,    0,   37,    0,   60,   10,   39,   10,   42,    1,   13,    0,   18,   11,   63
 854,    0,   45,   11,   57,   11,   60,    1,   23,   10,   56,    1,   24,   10,   45,   10,   36,    0,   29,   11,   56
 855,   11,   56,    0,   28,   11,   58,    0,   51,   10,   41,   10,   56,    1,   26,   11,   56,   11,   56,    1,   35
 856,    0,   45,    1,   14,    0,   62,    1,   49,    0,   45,   10,   54,   10,   50,   10,   42,    0,   38,   11,   62
 857,   11,   57,   10,   52,   10,   49,    0,   51,   11,   61,    1,   60,    1,   61,   10,   49,   11,   58,   10,   41
 858,    1,   41,   11,   55,   10,   43,    1,   39,    1,   46,    1,   48,    1,   48,    0,   29,   10,   63,   10,   36
 859,   10,   36,   11,   57,   10,   50,    1,   26,   10,   48,   10,   61,   11,   59,    0,   47,   10,   38,   11,   57
 860,   11,   55,    1,   35,    0,   35,    0,   24,   11,   63,   11,   56,    1,   52,   11,   62,    1,   62,    1,   25
 861,    1,   19,    0,   22,   11,   62,   10,   48,    0,   27,   11,   60,    0,   42,    0,   64,    1,   53,   10,   55
 862,   11,   61,   11,   55,   11,   59,   11,   59,    1,   44,    1,   33,   10,   43,    1,   31,    1,   24,   11,   55
 863,   10,   62,   11,   59,    0,   44,   11,   56,   10,   43,    1,   47,   11,   54,    0,   59,   10,   50,    0,   21
 864,    1,   58,   11,   58,   10,   48,    0,   29,    1,   15,    0,   60,   10,   46,   11,   56,    0,   58,   11,   65
 865,    0,   59,   11,   64,    1,   29,   11,   57,   11,   57,    0,   59,   11,   62,   11,   59,   11,   61,    0,   39
 866,   11,   63,   11,   57,   11,   57,    0,   22,    0,   56,   10,   48,   10,   48,   11,   61,    0,   36,   10,   53
 867,   10,   43,    0,   28,   11,   57,   11,   61,   10,   40,   10,   54,   10,   41,    1,   57,   11,   60,    1,   46
 868,   11,   62,   10,   39,    1,   14,   10,   63,    1,   40,   10,   44,    0,   25,    0,   23,    0,   50,   11,   65
 869,   10,   40,    1,   45,    1,   65,   11,   56,   11,   65,    0,   47,    1,   38,   10,   39,    1,   50,    0,   21
 870,    0,   40,   10,   43,   11,   57,   10,   39,   11,   57,    1,   37,    0,   37,   10,   47,   10,   59,   10,   54
 871,   10,   45,   11,   55,    1,   59,   11,   65,    1,   20,   10,   38,    0,   55,    1,   31,    0,   40,   11,   64
 872,    0,   65,   11,   63,   10,   58,    0,   63,   10,   64,    0,   22,   11,   63,    0,   55,   10,   60,    1,   61
 873,   11,   63,    0,   39,    0,   42,   11,   61,    0,   63,    0,   53,   11,   56,    1,   19,   11,   56,   11,   55
 874,    0,   51,   10,   45,   10,   36,   10,   62,    0,   42,   11,   62,   10,   52,   11,   59,    1,   40,    0,   41
 875,    1,   42,   11,   62,    1,   21,   11,   54,    0,   54,   11,   65,    0,   61,    1,   55,    0,   54,    1,   26
 876,   10,   39,   11,   60,   11,   65,   11,   55,   10,   41,   10,   64,    0,   24,   10,   45,   10,   44,   10,   40
 877,   11,   59,   11,   65,   11,   58,   10,   48,   10,   45,    1,   60,    0,   38,    0,   42,   11,   61,   10,   37
