nExp,  A0x,  A0y,  A1x,  A1y,  A2x,  A2y,  A3x,  A3y,  A4x,  A4y,  A5x,  A5y,  A6x,  A6y 
 925,   11,   60,    0,   40,    1,   39,    1,   40,   10,   60,    1,   49,    1,   54
 926,    0,   45,    0,   62,    1,   42,    0,   50,   10,   42,    1,   22,    1,   43
 927,    0,   42,   11,   56,   11,   59,   10,   49,   11,   63,   11,   63,    1,   29
 928,   11,   59,    1,   27,    0,   49,   10,   54,    0,   46,   10,   62,    0,   59
 929,    1,   41,    1,   43,    1,   13,    0,   56,   10,   44,   10,   62,   11,   65
 930,   10,   51,    1,   51,    1,   44,   10,   49,   11,   54,    0,   51,    1,   26
 931,   10,   45,    1,   20,   11,   56,   10,   49,   11,   56,   10,   48,    0,   39
 932,    0,   34,    1,   40,   10,   58,   11,   56,   11,   65,    0,   35,   11,   58
 933,   10,   44,   11,   63,    1,   35,   11,   56,   10,   52,   10,   40,    0,   31
 934,    1,   43,    1,   53,   11,   62,   10,   48,   10,   47,   10,   43,    1,   47
 935,   10,   55,   11,   64,   11,   58,   10,   48,   10,   48,   11,   62,   10,   63
 936,   10,   51,    1,   15,    1,   50,   11,   54,   10,   64,    0,   37,   10,   57
 937,    1,   33,   10,   37,    1,   22,   10,   55,    1,   12,   11,   54,   11,   54
 938,   11,   60,    0,   29,   11,   55,    1,   40,    1,   27,    1,   37,    1,   18
 939,   10,   62,   11,   61,   10,   57,    0,   32,   10,   59,    0,   23,   10,   51
 940,   10,   50,   11,   55,    0,   46,   11,   60,    1,   30,    1,   23,   11,   63
 941,   11,   58,    1,   23,    0,   40,   10,   64,   11,   56,   11,   56,    0,   45
 942,   11,   58,   10,   56,    1,   14,   10,   54,   10,   57,   10,   40,   10,   42
 943,   10,   54,    1,   59,    1,   65,   10,   63,   10,   53,   11,   57,   11,   65
 944,    0,   22,   11,   56,    0,   47,   10,   58,   11,   54,    1,   28,   11,   61
 945,    1,   34,    1,   30,   10,   51,   10,   49,    0,   18,   11,   63,   11,   54
 946,    1,   27,    1,   38,   11,   59,   11,   60,    1,   20,    0,   42,   11,   64
 947,    1,   46,    0,   21,    1,   61,   11,   60,   10,   62,   10,   38,   11,   61
 948,    1,   12,    1,   49,    0,   53,    0,   37,   10,   37,    0,   59,   11,   55
 949,   11,   61,   11,   65,   10,   62,    0,   49,   11,   56,   11,   62,    0,   34
 950,    0,   53,    1,   58,   10,   38,    1,   43,   11,   55,   10,   51,   10,   38
 951,    0,   53,   10,   51,    0,   18,    1,   23,   10,   63,   10,   54,    1,   28
 952,   11,   54,    0,   42,   11,   54,    0,   31,    1,   13,    1,   43,   10,   46
 953,   10,   39,    0,   31,   11,   59,    1,   52,   11,   55,   11,   63,    1,   22
 954,    1,   57,    0,   26,   11,   61,   10,   50,    1,   64,    0,   50,    1,   12
 955,   10,   57,   11,   60,    0,   33,   10,   53,   11,   65,   10,   40,   10,   39
 956,    1,   15,   11,   60,   10,   37,    0,   27,    1,   20,    0,   44,    0,   64
 957,   11,   65,   11,   57,   11,   56,    0,   33,   10,   39,   11,   54,   11,   62
 958,   10,   58,   10,   56,    0,   32,   10,   54,   10,   57,   10,   45,   11,   65
 959,    1,   36,    1,   16,   10,   60,    0,   43,   10,   39,    1,   17,    1,   44
 960,   10,   65,   10,   63,   10,   61,    1,   23,    1,   55,    1,   13,   11,   54
 961,    1,   39,   10,   48,   11,   65,    1,   24,    1,   31,    1,   25,    0,   32
 962,    1,   20,   10,   58,    1,   20,   10,   44,    1,   36,    1,   57,    0,   34
 963,    0,   65,   11,   59,    0,   37,    0,   20,    0,   31,    0,   33,   11,   65
 964,    0,   52,    0,   36,   11,   58,   10,   56,   11,   60,    0,   30,   10,   46
 965,   10,   57,    1,   24,   10,   48,   10,   47,    1,   57,   11,   59,    1,   36
 966,   10,   43,   10,   49,    1,   33,    0,   18,    1,   63,   10,   40,   10,   48
 967,    0,   39,   11,   65,    1,   49,   11,   61,    0,   19,   11,   57,    0,   49
 968,   10,   52,   10,   42,   10,   36,    1,   12,   10,   43,   11,   64,    0,   49
 969,   11,   62,    0,   48,    0,   25,   10,   56,    0,   45,   11,   61,   10,   42
 970,   10,   40,   11,   56,   11,   54,   10,   45,    1,   44,    0,   64,    0,   44
 971,   10,   45,   11,   63,    0,   39,   10,   36,   11,   62,    1,   54,    1,   35
 972,   11,   57,   11,   62,    0,   32,    0,   47,    1,   61,    0,   29,   11,   61
 973,    1,   12,   11,   58,   10,   45,    0,   60,    1,   50,   11,   58,   10,   38
 974,    0,   47,   11,   65,   11,   60,    1,   50,   10,   61,   11,   62,    1,   38
 975,   10,   57,    0,   20,    0,   27,    1,   14,   10,   45,    0,   51,   11,   61
 976,   11,   63,    1,   51,    1,   64,    0,   44,   10,   56,    0,   38,    0,   18
 977,   11,   55,    1,   50,   10,   48,   11,   64,    0,   60,    0,   22,    0,   34
 978,    1,   12,    0,   43,    1,   59,    1,   17,    0,   39,   11,   57,    0,   31
 979,    0,   61,    0,   21,   11,   56,   10,   45,    1,   65,   10,   43,   10,   55
 980,   11,   54,    0,   64,    1,   53,    1,   46,    0,   52,   11,   55,    0,   41
 981,   10,   58,    1,   27,   10,   61,    1,   21,   11,   61,   11,   65,    0,   56
 982,   10,   60,    0,   57,   11,   56,    1,   51,    0,   34,    0,   44,    1,   42
 983,    0,   43,   11,   64,    0,   20,   11,   59,    1,   14,   11,   55,   10,   60
 984,   11,   54,    0,   43,   11,   59,    1,   14,    1,   30,    1,   32,    0,   40
 985,   10,   44,   10,   56,    1,   21,    0,   48,    0,   64,   10,   54,    1,   43
 986,    0,   46,    1,   60,   11,   63,   11,   63,   11,   55,   11,   64,   10,   62
 987,   11,   54,   11,   59,   10,   45,   10,   53,    0,   42,    0,   49,    0,   35
 988,   10,   64,    0,   25,    1,   28,   10,   60,    0,   50,   11,   64,    1,   26
 989,   10,   47,   10,   56,    1,   52,   11,   62,    1,   37,   11,   60,    0,   42
 990,    1,   60,   10,   41,    0,   62,    0,   49,    1,   31,   10,   48,    0,   31
 991,    1,   43,   11,   59,   11,   58,    1,   55,    1,   65,   10,   55,   10,   46
 992,   10,   46,    0,   24,    1,   46,    1,   30,    0,   51,    0,   65,    1,   58
 993,   10,   54,   10,   52,   11,   55,    0,   22,   10,   41,   10,   60,    1,   51
 994,    0,   58,   11,   54,    1,   40,    1,   16,   10,   57,   11,   55,   11,   63
 995,    0,   46,   11,   61,    0,   55,    0,   48,    1,   63,    1,   21,    1,   56
 996,    1,   64,   10,   57,    0,   61,   11,   65,   11,   63,    1,   39,   11,   54
 997,   11,   61,   10,   61,    0,   61,    1,   12,   11,   56,   11,   56,    0,   44
 998,    0,   27,   11,   60,   11,   64,    1,   65,    1,   58,   10,   36,   10,   48
 999,    0,   62,   10,   62,   11,   64,   11,   54,    0,   31,    1,   25,   11,   56
