nExp, Time,  AVy,  A0x,  A0y 
 727,    3,   13,   11,   52
 727,    4,   19,   11,   51
 727,    5,   25,   11,   50
 727,    6,   31,   11,   49
 727,    7,   37,   11,   48
 727,    8,   43,   10,   48
 727,    9,   49,    9,   48
 727,   10,   55,    8,   48
 727,   11,   61,    7,   48
   0,  728,    0,   10,   36
 728,    1,    2,   10,   35
 728,    2,    8,   10,   34
 728,    3,   14,   10,   33
 728,    4,   20,   10,   32
 728,    5,   26,   10,   31
 728,    6,   32,   10,   30
 728,    7,   38,   10,   29
 728,    8,   44,   10,   28
 728,    9,   50,   10,   27
 728,   10,   56,   10,   26
 728,   11,   62,   10,   25
   0,  729,    0,   11,   60
 729,    1,    3,   11,   59
 729,    2,    9,   11,   58
 729,    3,   15,   11,   57
 729,    4,   21,   11,   56
 729,    5,   27,   11,   55
 729,    6,   33,   11,   54
 729,    7,   39,   11,   53
 729,    8,   45,   10,   53
 729,    9,   51,    9,   53
 729,   10,   57,    8,   53
 729,   11,   63,    7,   53
   0,  730,    0,   11,   59
 730,    1,    4,   11,   58
 730,    2,   10,   11,   57
 730,    3,   16,   11,   56
 730,    4,   22,   11,   55
 730,    5,   28,   11,   54
 730,    6,   34,   11,   53
 730,    7,   40,   11,   52
 730,    8,   46,   11,   51
 730,    9,   52,   11,   50
 730,   10,   58,   11,   49
 730,   11,   64,   11,   48
   0,  731,    0,   10,   63
 731,    1,    5,   10,   62
 731,    2,   11,   10,   61
 731,    3,   17,   10,   60
 731,    4,   23,   10,   59
 731,    5,   29,   10,   58
 731,    6,   35,    9,   58
 731,    7,   41,    8,   58
 731,    8,   47,    7,   58
 731,    9,   53,    6,   58
 731,   10,   59,    5,   58
   0,  732,    0,   10,   62
 732,    1,    0,   10,   61
 732,    2,    6,   10,   60
 732,    3,   12,   10,   59
 732,    4,   18,   10,   58
 732,    5,   24,   10,   57
 732,    6,   30,   10,   56
 732,    7,   36,   10,   55
 732,    8,   42,   10,   54
 732,    9,   48,   10,   53
 732,   10,   54,   10,   52
 732,   11,   60,    9,   52
   0,  733,    0,    1,   17
 733,    1,    1,    1,   16
 733,    2,    7,    1,   15
 733,    3,   13,    1,   14
 733,    4,   19,    1,   13
 733,    5,   25,    1,   12
 733,    6,   31,    1,   11
 733,    7,   37,    1,   10
 733,    8,   43,    1,    9
 733,    9,   49,    1,    8
 733,   10,   55,    1,    7
 733,   11,   61,    1,    6
   0,  734,    0,    0,   28
 734,    1,    2,    0,   27
 734,    2,    8,    0,   26
 734,    3,   14,    0,   25
 734,    4,   20,    0,   24
 734,    5,   26,    0,   23
 734,    6,   32,    0,   22
 734,    7,   38,    0,   21
 734,    8,   44,    1,   21
 734,    9,   50,    2,   21
 734,   10,   56,    3,   21
 734,   11,   62,    4,   21
   0,  735,    0,   11,   57
 735,    1,    3,   11,   56
 735,    2,    9,   11,   55
 735,    3,   15,   11,   54
 735,    4,   21,   11,   53
 735,    5,   27,   11,   52
 735,    6,   33,   11,   51
 735,    7,   39,   11,   50
 735,    8,   45,   10,   50
 735,    9,   51,    9,   50
 735,   10,   57,    8,   50
 735,   11,   63,    7,   50
   0,  736,    0,    0,   41
 736,    1,    4,    0,   40
 736,    2,   10,    1,   40
 736,    3,   16,    2,   40
 736,    4,   22,    3,   40
 736,    5,   28,    4,   40
 736,    6,   34,    5,   40
   0,  737,    0,   11,   60
 737,    1,    0,   10,   60
 737,    2,    6,    9,   60
 737,    3,   12,    8,   60
 737,    4,   18,    7,   60
 737,    5,   24,    6,   60
 737,    6,   30,    5,   60
 737,    7,   36,    4,   60
 737,    8,   42,    3,   60
 737,    9,   48,    2,   60
 737,   10,   54,    1,   60
 737,   11,   60,    2,   60
   0,  738,    0,    1,   16
 738,    1,    1,    1,   15
 738,    2,    7,    1,   14
 738,    3,   13,    1,   13
 738,    4,   19,    1,   12
 738,    5,   25,    1,   11
 738,    6,   31,    1,   10
 738,    7,   37,    1,    9
 738,    8,   43,    1,    8
 738,    9,   49,    1,    7
 738,   10,   55,    2,    7
 738,   11,   61,    3,    7
   0,  739,    0,   10,   42
 739,    1,    2,   10,   41
 739,    2,    8,   10,   40
 739,    3,   14,   10,   39
 739,    4,   20,   10,   38
 739,    5,   26,   10,   37
 739,    6,   32,    9,   37
 739,    7,   38,    8,   37
 739,    8,   44,    7,   37
 739,    9,   50,    6,   37
 739,   10,   56,    5,   37
 739,   11,   62,    4,   37
   0,  740,    0,    1,   32
 740,    1,    3,    1,   31
 740,    2,    9,    2,   31
 740,    3,   15,    3,   31
 740,    4,   21,    4,   31
 740,    5,   27,    5,   31
   0,  741,    0,   11,   56
 741,    1,    2,   11,   55
 741,    2,    8,   11,   54
 741,    3,   14,   11,   53
 741,    4,   20,   11,   52
 741,    5,   26,   11,   51
 741,    6,   32,   11,   50
 741,    7,   38,   10,   50
 741,    8,   44,    9,   50
 741,    9,   50,    8,   50
 741,   10,   56,    7,   50
 741,   11,   62,    6,   50
   0,  742,    0,   11,   62
 742,    1,    3,   11,   61
 742,    2,    9,   11,   60
 742,    3,   15,   11,   59
 742,    4,   21,   11,   58
 742,    5,   27,   11,   57
 742,    6,   33,   11,   56
 742,    7,   39,   11,   55
 742,    8,   45,   11,   54
 742,    9,   51,   11,   53
 742,   10,   57,   11,   52
 742,   11,   63,   11,   51
   0,  743,    0,    1,   59
 743,    1,    4,    1,   58
 743,    2,   10,    1,   57
 743,    3,   16,    1,   56
 743,    4,   22,    2,   56
 743,    5,   28,    3,   56
 743,    6,   34,    4,   56
 743,    7,   40,    5,   56
 743,    8,   46,    6,   56
 743,    9,   52,    7,   56
 743,   10,   58,    8,   56
 743,   11,   64,    9,   56
   0,  744,    0,    1,   32
 744,    1,    5,    1,   31
 744,    2,   11,    1,   30
 744,    3,   17,    1,   29
 744,    4,   23,    1,   28
 744,    5,   29,    2,   28
 744,    6,   35,    3,   28
 744,    7,   41,    4,   28
 744,    8,   47,    5,   28
 744,    9,   53,    6,   28
 744,   10,   59,    7,   28
   0,  745,    0,    0,   55
 745,    1,    0,    0,   54
 745,    2,    6,    0,   53
 745,    3,   12,    0,   52
 745,    4,   18,    0,   51
 745,    5,   24,    1,   51
 745,    6,   30,    2,   51
 745,    7,   36,    3,   51
 745,    8,   42,    4,   51
 745,    9,   48,    5,   51
   0,  746,    0,    1,   39
 746,    1,    3,    1,   38
 746,    2,    9,    1,   37
 746,    3,   15,    1,   36
 746,    4,   21,    1,   35
 746,    5,   27,    1,   34
 746,    6,   33,    1,   33
 746,    7,   39,    1,   32
 746,    8,   45,    1,   31
 746,    9,   51,    1,   30
 746,   10,   57,    1,   29
 746,   11,   63,    1,   28
   0,  747,    0,    1,   47
 747,    1,    4,    1,   46
 747,    2,   10,    1,   45
 747,    3,   16,    1,   44
 747,    4,   22,    1,   43
 747,    5,   28,    1,   42
 747,    6,   34,    1,   41
 747,    7,   40,    1,   40
 747,    8,   46,    1,   39
 747,    9,   52,    1,   38
 747,   10,   58,    1,   37
 747,   11,   64,    1,   36
   0,  748,    0,    1,   61
 748,    1,    5,    2,   61
 748,    2,   11,    3,   61
 748,    3,   17,    4,   61
 748,    4,   23,    5,   61
 748,    5,   29,    6,   61
 748,    6,   35,    7,   61
 748,    7,   41,    8,   61
 748,    8,   47,    9,   61
 748,    9,   53,   10,   61
 748,   10,   59,    9,   61
   0,  749,    0,    1,   31
 749,    1,    0,    1,   30
 749,    2,    6,    1,   29
 749,    3,   12,    1,   28
 749,    4,   18,    1,   27
 749,    5,   24,    1,   26
 749,    6,   30,    1,   25
 749,    7,   36,    1,   24
 749,    8,   42,    2,   24
 749,    9,   48,    3,   24
 749,   10,   54,    4,   24
 749,   11,   60,    5,   24
   0,  750,    0,    1,   53
 750,    1,    1,    1,   52
 750,    2,    7,    1,   51
 750,    3,   13,    1,   50
 750,    4,   19,    1,   49
 750,    5,   25,    1,   48
 750,    6,   31,    1,   47
 750,    7,   37,    1,   46
 750,    8,   43,    1,   45
 750,    9,   49,    1,   44
 750,   10,   55,    1,   43
 750,   11,   61,    1,   42
   0,  751,    0,   11,   64
 751,    1,    2,   11,   63
 751,    2,    8,   11,   62
 751,    3,   14,   11,   61
 751,    4,   20,   11,   60
 751,    5,   26,   11,   59
 751,    6,   32,   11,   58
 751,    7,   38,   11,   57
 751,    8,   44,   11,   56
 751,    9,   50,   11,   55
 751,   10,   56,   11,   54
 751,   11,   62,   11,   53
   0,  752,    0,    1,   27
 752,    1,    3,    1,   26
 752,    2,    9,    1,   25
 752,    3,   15,    1,   24
 752,    4,   21,    1,   23
 752,    5,   27,    2,   23
 752,    6,   33,    3,   23
 752,    7,   39,    4,   23
 752,    8,   45,    5,   23
 752,    9,   51,    6,   23
 752,   10,   57,    7,   23
 752,   11,   63,    8,   23
   0,  753,    0,    1,   30
 753,    1,    4,    1,   29
 753,    2,   10,    2,   29
 753,    3,   16,    3,   29
 753,    4,   22,    4,   29
 753,    5,   28,    5,   29
   0,  754,    0,    0,   26
 754,    1,    5,    0,   25
 754,    2,   11,    0,   24
 754,    3,   17,    0,   23
 754,    4,   23,    0,   22
 754,    5,   29,    0,   21
 754,    6,   35,    0,   20
 754,    7,   41,    0,   19
 754,    8,   47,    0,   18
 754,    9,   53,    0,   17
 754,   10,   59,    0,   16
   0,  755,    0,   11,   59
 755,    1,    0,   11,   58
 755,    2,    6,   11,   57
 755,    3,   12,   11,   56
 755,    4,   18,   11,   55
 755,    5,   24,   11,   54
 755,    6,   30,   11,   53
 755,    7,   36,   11,   52
 755,    8,   42,   11,   51
 755,    9,   48,   11,   50
 755,   10,   54,   11,   49
 755,   11,   60,   11,   48
   0,  756,    0,    0,   36
 756,    1,    1,    0,   35
 756,    2,    7,    0,   34
 756,    3,   13,    0,   33
 756,    4,   19,    0,   32
 756,    5,   25,    0,   31
 756,    6,   31,    0,   30
 756,    7,   37,    0,   29
 756,    8,   43,    0,   28
 756,    9,   49,    0,   27
 756,   10,   55,    0,   26
 756,   11,   61,    0,   25
   0,  757,    0,    1,   39
 757,    1,    2,    1,   38
 757,    2,    8,    1,   37
 757,    3,   14,    1,   36
 757,    4,   20,    1,   35
 757,    5,   26,    1,   34
 757,    6,   32,    1,   33
 757,    7,   38,    1,   32
 757,    8,   44,    1,   31
 757,    9,   50,    1,   30
 757,   10,   56,    1,   29
 757,   11,   62,    1,   28
   0,  758,    0,   11,   65
 758,    1,    3,   11,   64
 758,    2,    9,   11,   63
 758,    3,   15,   11,   62
 758,    4,   21,   11,   61
 758,    5,   27,   11,   60
 758,    6,   33,   11,   59
 758,    7,   39,   11,   58
 758,    8,   45,   11,   57
 758,    9,   51,   11,   56
 758,   10,   57,   11,   55
 758,   11,   63,   11,   54
   0,  759,    0,   10,   54
 759,    1,    4,    9,   54
 759,    2,   10,    8,   54
 759,    3,   16,    7,   54
 759,    4,   22,    6,   54
 759,    5,   28,    5,   54
 759,    6,   34,    4,   54
 759,    7,   40,    3,   54
 759,    8,   46,    2,   54
 759,    9,   52,    1,   54
 759,   10,   58,    2,   54
 759,   11,   64,    3,   54
   0,  760,    0,   10,   51
 760,    1,    5,   10,   50
 760,    2,   11,   10,   49
 760,    3,   17,   10,   48
 760,    4,   23,    9,   48
 760,    5,   29,    8,   48
 760,    6,   35,    7,   48
 760,    7,   41,    6,   48
 760,    8,   47,    5,   48
   0,  761,    0,    1,   28
 761,    1,    5,    1,   27
 761,    2,   11,    1,   26
 761,    3,   17,    1,   25
 761,    4,   23,    1,   24
 761,    5,   29,    1,   23
 761,    6,   35,    1,   22
 761,    7,   41,    1,   21
 761,    8,   47,    1,   20
 761,    9,   53,    2,   20
 761,   10,   59,    3,   20
   0,  762,    0,   10,   38
 762,    1,    0,   10,   37
 762,    2,    6,   10,   36
 762,    3,   12,   10,   35
 762,    4,   18,   10,   34
 762,    5,   24,    9,   34
 762,    6,   30,    8,   34
 762,    7,   36,    7,   34
 762,    8,   42,    6,   34
 762,    9,   48,    5,   34
 762,   10,   54,    4,   34
 762,   11,   60,    3,   34
   0,  763,    0,    1,   60
 763,    1,    1,    1,   59
 763,    2,    7,    1,   58
 763,    3,   13,    1,   57
 763,    4,   19,    2,   57
 763,    5,   25,    3,   57
 763,    6,   31,    4,   57
 763,    7,   37,    5,   57
 763,    8,   43,    6,   57
 763,    9,   49,    7,   57
 763,   10,   55,    8,   57
 763,   11,   61,    9,   57
   0,  764,    0,    0,   64
 764,    1,    2,    0,   63
 764,    2,    8,    0,   62
 764,    3,   14,    1,   62
 764,    4,   20,    2,   62
 764,    5,   26,    3,   62
 764,    6,   32,    4,   62
 764,    7,   38,    5,   62
 764,    8,   44,    6,   62
 764,    9,   50,    7,   62
 764,   10,   56,    8,   62
 764,   11,   62,    9,   62
   0,  765,    0,   11,   60
 765,    1,    3,   10,   60
 765,    2,    9,    9,   60
 765,    3,   15,    8,   60
 765,    4,   21,    7,   60
 765,    5,   27,    6,   60
 765,    6,   33,    5,   60
 765,    7,   39,    4,   60
 765,    8,   45,    3,   60
 765,    9,   51,    2,   60
 765,   10,   57,    1,   60
 765,   11,   63,    2,   60
   0,  766,    0,    0,   22
 766,    1,    4,    0,   21
 766,    2,   10,    0,   20
 766,    3,   16,    0,   19
 766,    4,   22,    0,   18
 766,    5,   28,    0,   17
 766,    6,   34,    0,   16
 766,    7,   40,    0,   15
 766,    8,   46,    0,   14
 766,    9,   52,    0,   13
 766,   10,   58,    0,   12
 766,   11,   64,    0,   11
   0,  767,    0,    0,   33
 767,    1,    5,    0,   32
 767,    2,   11,    0,   31
 767,    3,   17,    0,   30
 767,    4,   23,    0,   29
 767,    5,   29,    0,   28
 767,    6,   35,    0,   27
 767,    7,   41,    0,   26
 767,    8,   47,    0,   25
 767,    9,   53,    0,   24
 767,   10,   59,    0,   23
   0,  768,    0,    0,   56
 768,    1,    0,    1,   56
 768,    2,    6,    2,   56
 768,    3,   12,    3,   56
 768,    4,   18,    4,   56
 768,    5,   24,    5,   56
 768,    6,   30,    6,   56
 768,    7,   36,    7,   56
 768,    8,   42,    8,   56
 768,    9,   48,    9,   56
 768,   10,   54,   10,   56
 768,   11,   60,   11,   56
   0,  769,    0,    1,   24
 769,    1,    1,    2,   24
 769,    2,    7,    3,   24
 769,    3,   13,    4,   24
 769,    4,   19,    5,   24
   0,  770,    0,    0,   36
 770,    1,    1,    0,   35
 770,    2,    7,    0,   34
 770,    3,   13,    0,   33
 770,    4,   19,    0,   32
 770,    5,   25,    0,   31
 770,    6,   31,    1,   31
 770,    7,   37,    2,   31
 770,    8,   43,    3,   31
 770,    9,   49,    4,   31
 770,   10,   55,    5,   31
 770,   11,   61,    6,   31
   0,  771,    0,    0,   23
 771,    1,    2,    0,   22
 771,    2,    8,    0,   21
 771,    3,   14,    0,   20
 771,    4,   20,    1,   20
 771,    5,   26,    2,   20
 771,    6,   32,    3,   20
 771,    7,   38,    4,   20
 771,    8,   44,    5,   20
 771,    9,   50,    6,   20
 771,   10,   56,    7,   20
 771,   11,   62,    8,   20
   0,  772,    0,   10,   64
 772,    1,    3,   10,   63
 772,    2,    9,   10,   62
 772,    3,   15,   10,   61
 772,    4,   21,   10,   60
 772,    5,   27,   10,   59
 772,    6,   33,   10,   58
 772,    7,   39,   10,   57
 772,    8,   45,   10,   56
 772,    9,   51,   10,   55
 772,   10,   57,   10,   54
 772,   11,   63,    9,   54
   0,  773,    0,    0,   53
 773,    1,    4,    0,   52
 773,    2,   10,    0,   51
 773,    3,   16,    0,   50
 773,    4,   22,    0,   49
 773,    5,   28,    0,   48
 773,    6,   34,    0,   47
 773,    7,   40,    0,   46
 773,    8,   46,    0,   45
 773,    9,   52,    0,   44
 773,   10,   58,    0,   43
 773,   11,   64,    0,   42
   0,  774,    0,    0,   18
 774,    1,    5,    0,   17
 774,    2,   11,    0,   16
 774,    3,   17,    0,   15
 774,    4,   23,    0,   14
 774,    5,   29,    0,   13
 774,    6,   35,    0,   12
 774,    7,   41,    0,   11
 774,    8,   47,    0,   10
 774,    9,   53,    0,    9
 774,   10,   59,    0,    8
   0,  775,    0,   11,   64
 775,    1,    0,   11,   63
 775,    2,    6,   10,   63
 775,    3,   12,    9,   63
 775,    4,   18,    8,   63
 775,    5,   24,    7,   63
 775,    6,   30,    6,   63
 775,    7,   36,    5,   63
 775,    8,   42,    4,   63
 775,    9,   48,    3,   63
 775,   10,   54,    2,   63
 775,   11,   60,    1,   63
   0,  776,    0,    0,   26
 776,    1,    1,    0,   25
 776,    2,    7,    0,   24
 776,    3,   13,    0,   23
 776,    4,   19,    0,   22
 776,    5,   25,    1,   22
 776,    6,   31,    2,   22
 776,    7,   37,    3,   22
 776,    8,   43,    4,   22
 776,    9,   49,    5,   22
 776,   10,   55,    6,   22
 776,   11,   61,    7,   22
   0,  777,    0,    0,   62
 777,    1,    2,    0,   61
 777,    2,    8,    0,   60
 777,    3,   14,    0,   59
 777,    4,   20,    0,   58
 777,    5,   26,    0,   57
 777,    6,   32,    0,   56
 777,    7,   38,    0,   55
 777,    8,   44,    0,   54
 777,    9,   50,    0,   53
 777,   10,   56,    0,   52
 777,   11,   62,    0,   51
   0,  778,    0,    1,   55
 778,    1,    3,    2,   55
 778,    2,    9,    3,   55
 778,    3,   15,    4,   55
 778,    4,   21,    5,   55
 778,    5,   27,    6,   55
 778,    6,   33,    7,   55
 778,    7,   39,    8,   55
 778,    8,   45,    9,   55
 778,    9,   51,   10,   55
 778,   10,   57,   11,   55
 778,   11,   63,   10,   55
   0,  779,    0,    1,   32
 779,    1,    4,    1,   31
 779,    2,   10,    1,   30
 779,    3,   16,    1,   29
 779,    4,   22,    1,   28
 779,    5,   28,    1,   27
 779,    6,   34,    1,   26
 779,    7,   40,    1,   25
 779,    8,   46,    1,   24
 779,    9,   52,    1,   23
 779,   10,   58,    1,   22
 779,   11,   64,    1,   21
   0,  780,    0,   11,   61
 780,    1,    5,   11,   60
 780,    2,   11,   11,   59
 780,    3,   17,   11,   58
 780,    4,   23,   11,   57
 780,    5,   29,   11,   56
 780,    6,   35,   11,   55
 780,    7,   41,   11,   54
 780,    8,   47,   11,   53
 780,    9,   53,   11,   52
 780,   10,   59,   10,   52
   0,  781,    0,    1,   43
 781,    1,    0,    1,   42
 781,    2,    6,    1,   41
 781,    3,   12,    1,   40
 781,    4,   18,    1,   39
 781,    5,   24,    1,   38
 781,    6,   30,    1,   37
 781,    7,   36,    1,   36
 781,    8,   42,    1,   35
 781,    9,   48,    1,   34
 781,   10,   54,    1,   33
 781,   11,   60,    1,   32
   0,  782,    0,   10,   60
 782,    1,    1,   10,   59
 782,    2,    7,   10,   58
 782,    3,   13,   10,   57
 782,    4,   19,   10,   56
 782,    5,   25,   10,   55
 782,    6,   31,   10,   54
 782,    7,   37,   10,   53
 782,    8,   43,   10,   52
 782,    9,   49,   10,   51
 782,   10,   55,   10,   50
 782,   11,   61,   10,   49
   0,  783,    0,   10,   55
 783,    1,    2,   10,   54
 783,    2,    8,   10,   53
 783,    3,   14,   10,   52
 783,    4,   20,   10,   51
 783,    5,   26,   10,   50
 783,    6,   32,   10,   49
 783,    7,   38,   10,   48
 783,    8,   44,   10,   47
 783,    9,   50,   10,   46
 783,   10,   56,   10,   45
 783,   11,   62,    9,   45
   0,  784,    0,   10,   38
 784,    1,    3,   10,   37
 784,    2,    9,   10,   36
 784,    3,   15,    9,   36
 784,    4,   21,    8,   36
 784,    5,   27,    7,   36
 784,    6,   33,    6,   36
 784,    7,   39,    5,   36
 784,    8,   45,    4,   36
 784,    9,   51,    3,   36
 784,   10,   57,    2,   36
 784,   11,   63,    1,   36
   0,  785,    0,   11,   62
 785,    1,    4,   11,   61
 785,    2,   10,   11,   60
 785,    3,   16,   11,   59
 785,    4,   22,   11,   58
 785,    5,   28,   11,   57
 785,    6,   34,   10,   57
 785,    7,   40,    9,   57
 785,    8,   46,    8,   57
 785,    9,   52,    7,   57
 785,   10,   58,    6,   57
 785,   11,   64,    5,   57
   0,  786,    0,    1,   49
 786,    1,    5,    1,   48
 786,    2,   11,    2,   48
 786,    3,   17,    3,   48
 786,    4,   23,    4,   48
 786,    5,   29,    5,   48
 786,    6,   35,    6,   48
 786,    7,   41,    7,   48
 786,    8,   47,    8,   48
 786,    9,   53,    9,   48
 786,   10,   59,   10,   48
   0,  787,    0,   10,   55
 787,    1,    0,   10,   54
 787,    2,    6,   10,   53
 787,    3,   12,   10,   52
 787,    4,   18,   10,   51
 787,    5,   24,   10,   50
 787,    6,   30,   10,   49
 787,    7,   36,   10,   48
 787,    8,   42,   10,   47
 787,    9,   48,   10,   46
 787,   10,   54,   10,   45
 787,   11,   60,    9,   45
   0,  788,    0,    1,   42
 788,    1,    1,    1,   41
 788,    2,    7,    1,   40
 788,    3,   13,    2,   40
 788,    4,   19,    3,   40
 788,    5,   25,    4,   40
 788,    6,   31,    5,   40
 788,    7,   37,    6,   40
 788,    8,   43,    7,   40
 788,    9,   49,    8,   40
 788,   10,   55,    9,   40
 788,   11,   61,   10,   40
   0,  789,    0,   10,   42
 789,    1,    2,   10,   41
 789,    2,    8,   10,   40
 789,    3,   14,   10,   39
 789,    4,   20,   10,   38
 789,    5,   26,   10,   37
 789,    6,   32,   10,   36
 789,    7,   38,   10,   35
 789,    8,   44,   10,   34
 789,    9,   50,   10,   33
 789,   10,   56,   10,   32
 789,   11,   62,   10,   31
   0,  790,    0,   10,   39
 790,    1,    3,   10,   38
 790,    2,    9,   10,   37
 790,    3,   15,   10,   36
 790,    4,   21,   10,   35
 790,    5,   27,   10,   34
 790,    6,   33,   10,   33
 790,    7,   39,   10,   32
 790,    8,   45,    9,   32
 790,    9,   51,    8,   32
 790,   10,   57,    7,   32
 790,   11,   63,    6,   32
   0,  791,    0,    0,   61
 791,    1,    4,    0,   60
 791,    2,   10,    0,   59
 791,    3,   16,    0,   58
 791,    4,   22,    0,   57
 791,    5,   28,    0,   56
 791,    6,   34,    0,   55
 791,    7,   40,    0,   54
 791,    8,   46,    1,   54
 791,    9,   52,    2,   54
   0,  792,    0,    0,   60
 792,    1,    4,    0,   59
 792,    2,   10,    0,   58
 792,    3,   16,    0,   57
 792,    4,   22,    0,   56
 792,    5,   28,    0,   55
 792,    6,   34,    0,   54
 792,    7,   40,    0,   53
 792,    8,   46,    0,   52
 792,    9,   52,    0,   51
 792,   10,   58,    0,   50
 792,   11,   64,    1,   50
   0,  793,    0,    1,   36
 793,    1,    5,    1,   35
 793,    2,   11,    1,   34
 793,    3,   17,    1,   33
 793,    4,   23,    2,   33
 793,    5,   29,    3,   33
   0,  794,    0,    1,   34
 794,    1,    2,    1,   33
 794,    2,    8,    1,   32
 794,    3,   14,    1,   31
 794,    4,   20,    1,   30
 794,    5,   26,    1,   29
 794,    6,   32,    2,   29
 794,    7,   38,    3,   29
 794,    8,   44,    4,   29
 794,    9,   50,    5,   29
 794,   10,   56,    6,   29
 794,   11,   62,    7,   29
   0,  795,    0,    1,   42
 795,    1,    3,    1,   41
 795,    2,    9,    1,   40
 795,    3,   15,    1,   39
 795,    4,   21,    1,   38
 795,    5,   27,    1,   37
 795,    6,   33,    1,   36
 795,    7,   39,    1,   35
 795,    8,   45,    2,   35
 795,    9,   51,    3,   35
 795,   10,   57,    4,   35
 795,   11,   63,    5,   35
   0,  796,    0,    1,   56
 796,    1,    4,    1,   55
 796,    2,   10,    1,   54
 796,    3,   16,    1,   53
 796,    4,   22,    1,   52
 796,    5,   28,    1,   51
 796,    6,   34,    1,   50
 796,    7,   40,    1,   49
 796,    8,   46,    1,   48
 796,    9,   52,    1,   47
 796,   10,   58,    1,   46
 796,   11,   64,    1,   45
   0,  797,    0,    0,   29
 797,    1,    5,    0,   28
 797,    2,   11,    0,   27
 797,    3,   17,    0,   26
 797,    4,   23,    0,   25
 797,    5,   29,    0,   24
 797,    6,   35,    1,   24
 797,    7,   41,    2,   24
 797,    8,   47,    3,   24
 797,    9,   53,    4,   24
 797,   10,   59,    5,   24
   0,  798,    0,    1,   62
 798,    1,    0,    1,   61
 798,    2,    6,    1,   60
 798,    3,   12,    1,   59
 798,    4,   18,    1,   58
 798,    5,   24,    1,   57
 798,    6,   30,    1,   56
 798,    7,   36,    1,   55
 798,    8,   42,    1,   54
 798,    9,   48,    1,   53
 798,   10,   54,    1,   52
 798,   11,   60,    1,   51
   0,  799,    0,    0,   52
 799,    1,    1,    0,   51
 799,    2,    7,    0,   50
 799,    3,   13,    0,   49
 799,    4,   19,    1,   49
 799,    5,   25,    2,   49
 799,    6,   31,    3,   49
 799,    7,   37,    4,   49
 799,    8,   43,    5,   49
   0,  800,    0,    0,   37
 800,    1,    0,    0,   36
 800,    2,    6,    0,   35
 800,    3,   12,    1,   35
 800,    4,   18,    2,   35
 800,    5,   24,    3,   35
 800,    6,   30,    4,   35
   0,  801,    0,   11,   59
 801,    1,    1,   11,   58
 801,    2,    7,   11,   57
 801,    3,   13,   11,   56
 801,    4,   19,   11,   55
 801,    5,   25,   11,   54
 801,    6,   31,   11,   53
 801,    7,   37,   11,   52
 801,    8,   43,   11,   51
 801,    9,   49,   11,   50
 801,   10,   55,   11,   49
 801,   11,   61,   11,   48
   0,  802,    0,    1,   25
 802,    1,    2,    1,   24
 802,    2,    8,    1,   23
 802,    3,   14,    1,   22
 802,    4,   20,    1,   21
 802,    5,   26,    1,   20
 802,    6,   32,    1,   19
 802,    7,   38,    1,   18
 802,    8,   44,    1,   17
 802,    9,   50,    1,   16
 802,   10,   56,    1,   15
 802,   11,   62,    1,   14
   0,  803,    0,    1,   24
 803,    1,    3,    1,   23
 803,    2,    9,    1,   22
 803,    3,   15,    1,   21
 803,    4,   21,    1,   20
 803,    5,   27,    1,   19
 803,    6,   33,    1,   18
 803,    7,   39,    1,   17
 803,    8,   45,    1,   16
 803,    9,   51,    2,   16
 803,   10,   57,    3,   16
 803,   11,   63,    4,   16
   0,  804,    0,    1,   47
 804,    1,    4,    1,   46
 804,    2,   10,    1,   45
 804,    3,   16,    1,   44
 804,    4,   22,    1,   43
 804,    5,   28,    2,   43
 804,    6,   34,    3,   43
 804,    7,   40,    4,   43
   0,  805,    0,   10,   63
 805,    1,    3,   10,   62
 805,    2,    9,   10,   61
 805,    3,   15,    9,   61
 805,    4,   21,    8,   61
 805,    5,   27,    7,   61
 805,    6,   33,    6,   61
 805,    7,   39,    5,   61
 805,    8,   45,    4,   61
 805,    9,   51,    3,   61
 805,   10,   57,    2,   61
   0,  806,    0,   11,   60
 806,    1,    2,   11,   59
 806,    2,    8,   10,   59
 806,    3,   14,    9,   59
 806,    4,   20,    8,   59
 806,    5,   26,    7,   59
 806,    6,   32,    6,   59
 806,    7,   38,    5,   59
 806,    8,   44,    4,   59
 806,    9,   50,    3,   59
 806,   10,   56,    2,   59
   0,  807,    0,    0,   32
 807,    1,    3,    0,   31
 807,    2,    9,    0,   30
 807,    3,   15,    0,   29
 807,    4,   21,    0,   28
 807,    5,   27,    0,   27
 807,    6,   33,    0,   26
 807,    7,   39,    0,   25
 807,    8,   45,    0,   24
 807,    9,   51,    0,   23
 807,   10,   57,    0,   22
 807,   11,   63,    0,   21
   0,  808,    0,   10,   56
 808,    1,    4,   10,   55
 808,    2,   10,   10,   54
 808,    3,   16,   10,   53
 808,    4,   22,   10,   52
 808,    5,   28,   10,   51
 808,    6,   34,   10,   50
 808,    7,   40,   10,   49
 808,    8,   46,   10,   48
 808,    9,   52,   10,   47
 808,   10,   58,   10,   46
 808,   11,   64,   10,   45
   0,  809,    0,   11,   55
 809,    1,    5,   10,   55
 809,    2,   11,    9,   55
 809,    3,   17,    8,   55
 809,    4,   23,    7,   55
 809,    5,   29,    6,   55
 809,    6,   35,    5,   55
 809,    7,   41,    4,   55
 809,    8,   47,    3,   55
 809,    9,   53,    2,   55
   0,  810,    0,    0,   59
