nExp,  A0x,  A0y,  A1x,  A1y,  A2x,  A2y,  A3x,  A3y,  A4x,  A4y,  A5x,  A5y,  A6x,  A6y,  A7x,  A7y,  A8x,  A8y,  A9x,  A9y,  A10x,  A10y,  A11x,  A11y,  A12x,  A12y,  A13x,  A13y,  A14x,  A14y,  A15x,  A15y,  A16x,  A16y,  A17x,  A17y,  A18x,  A18y,  A19x,  A19y 
 751,   11,   61,    0,   54,   11,   54,    0,   63,   11,   54,   11,   56,    0,   46,   10,   63,   10,   59,    0,   23,   10,   57,   10,   40,   10,   49,   11,   55,   10,   65,   11,   64,   11,   58,    1,   45,   10,   52,    0,   22
 752,    1,   30,   11,   55,    0,   29,   11,   63,   10,   64,    1,   52,    1,   40,    1,   30,    0,   53,    1,   57,    1,   59,    0,   18,   11,   58,    0,   27,    0,   27,    1,   50,    0,   49,    0,   30,   11,   65,    0,   28
 753,    0,   65,    0,   46,   10,   50,    1,   37,    0,   28,    1,   48,    1,   23,   10,   60,   10,   47,    1,   41,    0,   32,   10,   50,   10,   45,    0,   48,   10,   51,   10,   41,   11,   54,   11,   60,   10,   65,    0,   20
 754,   10,   65,   10,   38,   10,   43,    1,   25,    0,   47,   11,   65,    0,   59,   10,   60,    0,   46,    1,   18,    1,   42,   11,   60,   10,   51,   10,   59,   11,   63,   11,   60,    1,   59,   10,   44,    1,   60,   11,   58
 755,    0,   43,    0,   39,    1,   12,   10,   57,   10,   56,    1,   15,    0,   37,    0,   26,   10,   58,   11,   63,    0,   42,   10,   39,    0,   18,    1,   61,   11,   56,   10,   52,   10,   41,   10,   64,    1,   58,    0,   61
 756,   11,   60,   11,   62,   10,   54,    1,   61,   10,   44,   10,   56,    0,   23,    0,   39,    0,   37,    0,   39,   11,   54,    0,   35,    0,   41,   10,   59,   10,   42,   10,   50,    0,   45,   11,   58,    1,   56,    0,   64
 757,   10,   64,   10,   53,    0,   26,   11,   59,    0,   27,   11,   62,   11,   60,   11,   62,   10,   55,   11,   65,   10,   37,   11,   64,    1,   64,    1,   47,   11,   54,    0,   27,   10,   64,   10,   53,   11,   65,    1,   28
 758,   10,   42,    0,   62,   10,   45,    1,   22,    0,   18,    1,   30,   11,   56,    1,   27,   11,   54,    1,   40,   11,   59,   10,   36,    1,   55,    0,   40,    0,   44,    1,   48,    0,   38,   11,   56,    0,   44,   11,   54
 759,    1,   51,   10,   38,    1,   19,    1,   62,   10,   41,    1,   35,    0,   43,   10,   65,   10,   58,   10,   40,   10,   37,   11,   60,   10,   52,    0,   55,   10,   36,   11,   60,    1,   23,   11,   63,   10,   38,   10,   38
 760,   10,   38,   11,   63,    0,   59,   11,   65,    0,   50,   10,   38,    1,   26,    1,   32,    1,   62,   11,   56,    1,   59,   11,   61,   10,   50,   10,   42,   11,   59,   10,   50,    1,   25,    1,   39,   11,   57,   10,   49
 761,    1,   45,   11,   57,   10,   59,    1,   30,    0,   46,    0,   33,    0,   64,    0,   59,    1,   42,    0,   51,    0,   40,    0,   19,   11,   57,   10,   64,   10,   64,   10,   36,   10,   38,   10,   54,   11,   59,   11,   56
 762,   10,   57,    0,   31,   11,   57,    1,   27,    1,   40,   10,   39,    0,   53,    1,   58,   10,   60,   11,   65,    0,   34,    0,   45,   10,   42,    0,   40,    1,   35,    1,   18,   11,   61,    0,   37,   11,   54,   10,   61
 763,    1,   28,    0,   22,    0,   24,   10,   62,    1,   37,   11,   57,   10,   42,    1,   57,    0,   28,   11,   63,    0,   24,    0,   38,   11,   57,    0,   21,    1,   62,    1,   65,   10,   53,    1,   18,   11,   62,    0,   33
 764,    0,   60,   10,   60,   11,   59,   10,   44,   11,   56,   11,   54,   11,   59,    0,   47,    0,   60,    1,   54,   10,   53,   11,   58,   10,   43,   11,   65,    0,   18,    0,   60,    1,   14,    1,   18,   11,   61,    0,   57
 765,    0,   43,   10,   63,    0,   30,    1,   57,   10,   61,    1,   57,    1,   60,   11,   55,    0,   65,    0,   27,    1,   35,   10,   49,    0,   20,    1,   30,   10,   60,   10,   64,    0,   51,    1,   16,    0,   25,   10,   65
 766,   10,   48,   10,   59,    1,   51,   11,   59,    0,   20,    0,   62,    0,   51,   11,   58,    1,   35,    1,   61,    1,   62,    1,   28,    0,   55,    1,   32,    0,   18,    0,   19,    1,   60,    0,   51,    1,   54,   10,   44
 767,    0,   22,   10,   47,    0,   62,   11,   59,   11,   62,   10,   37,   11,   65,   11,   59,   11,   58,   11,   54,    1,   58,    0,   64,   10,   64,    0,   62,    0,   50,    1,   21,    0,   49,   11,   59,   10,   38,    1,   37
 768,   11,   54,   10,   38,   10,   38,   10,   56,    1,   14,   11,   64,    1,   18,   11,   65,    0,   26,    1,   32,    1,   45,    0,   57,    0,   64,    0,   43,   10,   62,    1,   47,    0,   54,    1,   19,    1,   51,   10,   43
 769,   10,   41,    1,   58,   11,   54,   10,   62,    1,   55,   11,   64,    0,   47,    1,   53,   10,   59,   10,   41,   11,   55,    0,   23,   11,   63,    1,   20,    0,   57,   11,   58,    0,   58,    1,   30,   11,   55,   10,   37
 770,   11,   54,   10,   53,   10,   44,   11,   59,   10,   63,   11,   60,   11,   64,   10,   39,    1,   31,    1,   44,   11,   57,    0,   45,    0,   19,    0,   27,    1,   31,   11,   59,   10,   48,    1,   64,   11,   63,   10,   43
 771,    0,   48,   11,   63,    1,   63,    0,   34,    1,   62,   11,   59,   10,   38,    1,   37,   11,   63,    1,   40,    1,   55,    0,   62,   10,   55,    1,   40,   11,   58,   10,   63,   11,   63,   11,   65,    0,   64,   10,   57
 772,   10,   57,   11,   64,    1,   29,   10,   41,    0,   18,    1,   58,   10,   43,   11,   62,   10,   46,    1,   25,   10,   55,    1,   54,    0,   40,   10,   55,    0,   29,   10,   38,   11,   58,   11,   54,   10,   55,   11,   62
 773,    0,   51,    1,   12,   10,   54,    0,   60,   11,   55,    0,   44,    1,   46,    0,   44,   10,   42,    0,   40,   10,   44,   11,   64,    1,   58,   10,   50,    1,   52,   10,   64,    0,   30,   11,   58,    0,   47,   11,   55
 774,    1,   39,    1,   24,    0,   62,    0,   48,    1,   44,   10,   61,    1,   64,    0,   19,   11,   57,   11,   64,   10,   58,    0,   21,   11,   64,    1,   63,   10,   51,   11,   64,    1,   42,    0,   34,   10,   42,   11,   65
 775,    1,   14,   10,   56,    1,   29,    0,   40,    1,   25,   10,   53,    0,   39,   10,   62,   11,   62,   11,   55,   11,   63,    0,   44,   10,   39,    1,   46,    1,   23,   11,   55,   11,   56,    0,   32,    1,   58,    0,   35
 776,   10,   47,   10,   64,   10,   48,   11,   63,    0,   49,    1,   15,    1,   59,    1,   23,   11,   62,    0,   55,    1,   65,    0,   60,   10,   51,    1,   35,    0,   60,    1,   60,   10,   50,   10,   46,    1,   43,    1,   13
 777,    0,   54,   11,   64,    1,   20,   10,   52,   11,   54,   11,   58,   11,   63,    1,   65,    1,   29,    1,   47,    1,   24,   11,   58,    0,   32,    0,   34,   10,   57,   11,   60,    0,   53,   10,   47,   10,   65,   10,   47
 778,    0,   23,    0,   41,    1,   61,   11,   55,   10,   65,    0,   20,    0,   26,   10,   41,   11,   58,    0,   61,   10,   64,   10,   60,   10,   51,    0,   41,    0,   27,   10,   61,   10,   40,   10,   65,    1,   20,    1,   30
 779,    0,   54,   10,   43,   10,   54,   11,   54,   10,   37,   10,   55,    1,   50,   11,   64,   11,   65,    1,   35,   11,   61,   10,   61,   11,   55,   11,   64,    1,   13,    0,   42,   11,   54,   10,   54,   10,   63,   10,   64
 780,   11,   55,    1,   35,    0,   53,   10,   63,   10,   59,   11,   60,    1,   14,    0,   25,   10,   53,    0,   53,    1,   15,    1,   22,    0,   28,   11,   58,    0,   44,   11,   59,   10,   42,   11,   62,    1,   48,   10,   47
 781,    0,   44,    0,   24,   10,   49,   11,   57,    0,   36,   10,   46,    1,   53,   10,   58,   10,   65,   10,   42,   10,   40,    1,   52,   11,   65,   10,   57,   10,   65,    0,   38,   10,   52,   11,   59,   11,   59,   10,   62
 782,   11,   54,   11,   55,    0,   55,   11,   54,   11,   65,    1,   52,   11,   59,   10,   47,   10,   43,    0,   64,   10,   57,    1,   25,   10,   37,   10,   65,   11,   57,   10,   50,    1,   25,   10,   44,    1,   43,    0,   64
 783,    0,   57,   11,   65,   10,   62,   11,   58,    1,   42,    0,   43,   10,   47,    1,   57,    1,   47,    0,   20,   10,   53,    0,   61,   11,   64,   11,   60,    1,   27,   10,   54,   11,   59,    0,   65,    1,   40,   11,   54
 784,    0,   35,    0,   28,    0,   60,    1,   51,   11,   59,    0,   51,    1,   61,    1,   51,    1,   50,   11,   61,   10,   46,    0,   49,   11,   54,    1,   26,    0,   54,   11,   60,   10,   40,   11,   62,   11,   64,   10,   53
 785,    1,   60,   10,   63,   11,   65,   11,   54,   11,   59,    1,   55,    0,   34,    0,   27,   11,   64,   11,   54,    1,   56,    1,   28,   11,   54,   11,   55,    1,   50,   11,   62,   10,   50,   10,   61,    1,   15,   11,   65
 786,    0,   54,   11,   64,   11,   56,    1,   58,    0,   47,   11,   57,   10,   52,    0,   58,   11,   56,   10,   54,   10,   36,   10,   46,   10,   50,    1,   40,   11,   64,   10,   64,   10,   40,   11,   58,   10,   37,   10,   57
 787,   11,   64,    0,   18,   10,   50,   10,   40,    0,   65,    1,   46,   11,   57,    1,   17,   11,   57,   10,   45,   10,   65,   10,   38,    0,   30,    0,   23,   10,   40,   11,   55,    0,   53,   11,   58,   11,   55,    1,   20
 788,   11,   65,    1,   20,    1,   15,    1,   46,    1,   51,   11,   64,    0,   51,   10,   61,   11,   63,   11,   56,   11,   65,    0,   43,    1,   21,   10,   47,    1,   30,   11,   55,   11,   55,   11,   64,    1,   24,    1,   29
 789,    0,   58,   10,   43,    1,   49,   10,   36,   10,   53,   11,   56,   10,   51,   10,   36,   10,   55,    1,   42,    0,   56,   10,   44,   11,   60,   11,   60,    1,   52,   11,   54,    0,   53,    0,   51,   10,   39,   11,   57
 790,    0,   29,    0,   60,    1,   46,    0,   33,    1,   64,   11,   60,   11,   61,    0,   32,   11,   57,    1,   33,    1,   22,    1,   36,    1,   61,   10,   52,    1,   42,   10,   63,    0,   50,    1,   53,    1,   28,    0,   49
 791,    1,   43,    1,   13,    0,   33,   11,   58,    1,   64,   10,   61,    1,   55,    0,   52,   11,   64,    0,   49,   11,   59,    1,   23,   11,   56,   10,   51,   10,   49,   10,   38,    1,   38,   10,   64,    0,   23,    1,   41
 792,   10,   36,    1,   18,   11,   58,    1,   60,    1,   37,    1,   52,   11,   58,    0,   50,   11,   61,    1,   35,   11,   60,    0,   28,    0,   65,    0,   49,   10,   61,    1,   39,    0,   25,   11,   58,    0,   22,    1,   22
 793,   11,   58,    1,   52,    0,   53,    0,   61,    0,   35,   10,   53,   10,   36,    0,   20,   10,   63,   10,   42,   11,   63,   10,   52,   11,   57,    1,   33,   11,   64,   10,   58,   11,   63,    1,   33,   10,   58,   10,   55
 794,    0,   52,   10,   59,   11,   65,    0,   26,    1,   13,    0,   60,   11,   58,    0,   19,   10,   57,    0,   42,    0,   40,   10,   40,   11,   63,   11,   58,    0,   26,    1,   42,   11,   58,    1,   51,    1,   60,   10,   56
 795,    0,   30,    1,   45,    1,   15,    0,   20,    0,   23,   10,   65,    0,   22,    0,   18,    0,   51,    0,   60,    0,   56,    1,   16,   10,   40,   10,   50,    0,   36,   10,   50,   11,   65,    0,   50,   11,   62,    0,   50
 796,   11,   54,    1,   52,   10,   55,    0,   55,   10,   52,    1,   43,   11,   58,    1,   63,    1,   44,   11,   57,    1,   17,    1,   19,    0,   57,    1,   36,    0,   27,    0,   62,    0,   23,   10,   60,   10,   63,    0,   29
 797,   10,   64,   11,   54,    1,   24,   10,   58,   10,   63,   11,   63,    1,   29,    1,   55,    0,   21,   11,   54,    1,   20,    1,   50,   10,   45,    1,   63,   11,   58,    0,   30,    0,   55,    1,   15,    0,   64,   10,   56
 798,   11,   57,   11,   65,   11,   61,    0,   50,    0,   51,    1,   34,    0,   30,   10,   52,    0,   43,    0,   56,   10,   64,   11,   64,    1,   26,    0,   23,    0,   53,    1,   51,   10,   51,   10,   43,    0,   28,   11,   58
 799,    0,   50,    0,   39,   10,   56,    0,   53,   11,   63,    0,   26,   10,   37,    0,   19,   10,   38,   11,   62,   10,   42,    0,   20,    1,   44,    1,   56,    0,   58,    1,   56,    0,   43,    1,   33,   10,   54,   11,   61
 800,   10,   54,   10,   40,   10,   49,    1,   51,   10,   60,   10,   62,   10,   40,   10,   42,   10,   56,   11,   60,    1,   31,    1,   34,   10,   38,    0,   32,   10,   53,    0,   38,   10,   55,   11,   60,   11,   61,   11,   59
 801,    0,   42,   11,   64,    1,   13,   10,   55,   11,   60,   10,   43,   10,   53,    0,   41,   10,   37,    1,   28,    1,   54,    0,   25,    0,   19,   11,   58,    0,   59,   11,   61,   11,   60,   10,   53,   10,   57,    0,   47
 802,    0,   51,   10,   36,   10,   37,    0,   57,   10,   41,   10,   55,   11,   63,    0,   42,    0,   42,   11,   65,   10,   51,    0,   27,    1,   31,    1,   32,   11,   59,    1,   18,    1,   45,   10,   48,   11,   63,   11,   61
 803,    0,   23,    0,   63,   10,   41,   10,   61,    0,   54,    0,   60,   10,   46,   11,   54,    1,   23,    0,   32,   10,   40,   11,   56,    0,   60,    1,   59,   11,   59,   11,   60,   10,   54,   10,   41,   11,   65,   10,   65
 804,   10,   49,   11,   55,   10,   64,    0,   32,    0,   18,    0,   64,    0,   37,   10,   47,    0,   28,    0,   27,   10,   58,   11,   63,   11,   65,    0,   45,   11,   65,    0,   39,    1,   22,    1,   59,   11,   57,   11,   61
 805,   11,   60,   11,   56,    0,   28,    1,   57,    1,   23,    0,   47,    0,   47,    0,   42,   11,   55,   10,   45,   10,   48,   11,   58,    0,   47,   11,   59,   10,   64,    1,   49,   11,   64,   11,   62,    0,   28,    1,   36
 806,    1,   34,    0,   23,    1,   48,    0,   40,   11,   62,    1,   30,    1,   20,   11,   55,    1,   33,   11,   57,   10,   41,   11,   56,   11,   64,    1,   56,   11,   62,    0,   23,    0,   50,    1,   39,   10,   49,    0,   65
 807,   11,   65,    1,   22,    1,   44,   11,   54,   11,   57,   10,   63,    1,   41,   10,   63,   10,   37,    1,   18,    0,   63,    0,   33,   10,   62,   11,   54,   11,   58,    0,   36,    0,   21,   10,   60,    1,   36,   10,   57
 808,   11,   54,    1,   57,   10,   37,   10,   46,   11,   61,    1,   48,    1,   53,    0,   29,    0,   43,    1,   33,    1,   50,    0,   40,   10,   40,   10,   54,    0,   62,   10,   54,    1,   29,    0,   61,   10,   52,   10,   61
 809,    0,   61,    0,   39,   10,   38,    1,   42,   11,   65,   10,   39,    0,   50,   10,   43,   10,   61,    0,   41,   10,   42,   11,   56,   10,   60,   10,   54,    0,   36,   11,   61,   11,   57,    1,   56,   10,   36,    0,   41
 810,    0,   46,    1,   35,    0,   39,    1,   47,    0,   62,   11,   60,   10,   49,    0,   61,    0,   28,   10,   63,   11,   62,   10,   61,   11,   64,    1,   54,    0,   23,   11,   61,   10,   58,   11,   60,   10,   62,   11,   55
 811,   11,   61,   11,   65,   10,   57,   11,   58,    1,   29,   10,   45,   10,   52,    1,   26,   11,   55,    0,   41,    0,   42,    0,   39,   10,   40,    1,   39,   10,   45,    0,   34,    1,   35,    0,   57,   11,   61,   10,   36
 812,    0,   20,   10,   41,   10,   51,    1,   60,    1,   30,   10,   51,   10,   50,    0,   46,    0,   49,   11,   63,   11,   56,   11,   59,    1,   48,   10,   51,    1,   50,    0,   55,    1,   59,    0,   32,    1,   20,   10,   53
 813,    0,   33,    1,   62,   10,   53,    0,   28,   10,   65,    0,   63,    1,   32,   11,   62,   10,   51,   11,   64,   10,   45,   10,   37,   10,   57,   11,   61,    0,   54,   11,   57,    1,   62,    0,   58,    1,   49,   10,   63
 814,   10,   65,    1,   36,   10,   36,    0,   62,   11,   59,   11,   64,    1,   28,    0,   49,    1,   24,    0,   44,    1,   61,   11,   59,    0,   29,    1,   65,   11,   60,    1,   65,    0,   28,    0,   34,    0,   30,    0,   48
 815,   11,   58,    1,   44,    0,   35,   11,   63,    0,   23,   10,   63,   11,   56,    0,   44,    1,   52,   10,   45,   11,   59,   11,   62,   11,   60,    0,   33,    0,   56,    0,   27,    1,   64,    0,   64,    0,   23,    1,   61
 816,   10,   65,   10,   47,    1,   43,   11,   54,   10,   37,    1,   35,   11,   59,   10,   64,    0,   25,   11,   65,   11,   63,   11,   56,    1,   36,    1,   44,   11,   61,    0,   55,    0,   19,    0,   63,    1,   28,   11,   62
 817,    0,   35,    1,   14,    0,   43,    0,   60,    1,   46,    0,   26,    1,   46,    0,   39,    1,   25,   11,   58,   10,   61,    0,   49,    1,   34,   10,   59,    0,   29,   11,   60,    0,   52,    0,   61,    1,   21,    1,   54
 818,   11,   58,   11,   55,    1,   28,   10,   53,    1,   44,    1,   50,   10,   36,   11,   60,   10,   60,   11,   59,   10,   62,    0,   39,   10,   55,   11,   58,    1,   61,   10,   49,   11,   59,    0,   18,   10,   53,    0,   33
 819,    0,   24,   11,   57,   11,   60,    0,   51,   11,   60,   11,   62,    0,   52,    1,   64,    1,   43,    1,   18,   10,   39,    1,   33,   10,   62,   11,   64,    1,   44,    1,   34,   11,   61,    1,   15,   11,   57,   11,   64
 820,    1,   24,   10,   63,   10,   42,   11,   65,    1,   36,    1,   26,   11,   65,   11,   54,   10,   53,   11,   58,   10,   39,   11,   59,    0,   43,   10,   47,   11,   63,   11,   55,    1,   47,   11,   63,    0,   62,   10,   60
 821,   11,   57,   10,   47,   11,   63,   10,   52,   10,   36,   10,   44,    0,   63,   10,   48,   11,   58,    0,   40,    0,   55,   10,   51,   11,   57,    0,   19,    0,   64,   11,   62,    0,   27,    1,   62,   10,   40,   11,   65
 822,   11,   54,   11,   65,   11,   65,    0,   35,   10,   42,   11,   61,    1,   16,    1,   56,    1,   22,   10,   62,   11,   57,   10,   59,    1,   56,   11,   61,    1,   21,    0,   21,   10,   36,    1,   60,    1,   24,    1,   15
 823,   10,   49,    1,   56,   11,   59,    1,   40,   11,   57,   10,   62,    1,   57,   11,   61,   10,   48,    1,   38,    1,   15,   11,   64,   11,   56,   10,   56,   10,   51,    0,   57,    0,   54,   10,   61,    1,   54,   11,   60
 824,    0,   19,    1,   33,    1,   50,    0,   44,    1,   25,    0,   56,   11,   57,   10,   39,   10,   50,    1,   25,   10,   51,    0,   56,    1,   35,   11,   61,   10,   43,   11,   63,    1,   54,    1,   13,   10,   39,    0,   44
 825,   10,   59,   10,   56,   10,   59,   11,   54,   10,   44,   11,   56,   10,   60,   11,   54,   11,   57,   11,   55,    1,   28,    1,   39,    0,   42,   10,   61,   11,   55,   10,   49,    1,   19,   11,   61,    1,   49,   10,   60
 826,   11,   61,   10,   40,   10,   51,    0,   24,   10,   50,   11,   62,    1,   39,    0,   18,    0,   50,    0,   39,    0,   53,   10,   40,    0,   28,   11,   62,    0,   64,   11,   58,    0,   65,   10,   56,   10,   44,    1,   34
 827,   10,   62,    1,   64,    0,   45,   10,   59,   10,   42,   10,   42,    0,   42,    0,   27,    1,   45,   10,   58,    0,   56,   10,   60,    1,   25,   10,   46,    1,   15,   10,   57,   11,   60,   10,   58,   10,   41,   11,   64
 828,    1,   22,    1,   17,    0,   65,    0,   52,   10,   51,    0,   60,    1,   58,    1,   49,    0,   44,    0,   60,   10,   41,    1,   47,   11,   57,   10,   52,   10,   47,    0,   58,    0,   27,   11,   62,   10,   41,    0,   20
 829,    0,   34,   11,   54,    1,   63,    1,   56,    1,   37,   10,   42,   10,   52,    0,   53,    0,   50,   10,   44,    1,   31,   10,   43,   11,   64,   10,   43,   11,   57,    0,   40,   11,   54,    0,   46,   11,   58,    1,   34
 830,    0,   27,   11,   59,   11,   64,    1,   17,   10,   36,   10,   52,    1,   59,    1,   41,   10,   57,    1,   13,    0,   45,    0,   22,    0,   45,   10,   44,    0,   65,    1,   20,   11,   59,   11,   59,   11,   61,   10,   53
 831,   10,   59,    1,   35,    0,   41,   11,   57,    0,   29,    0,   41,    1,   63,    0,   29,    1,   45,    0,   24,    0,   48,   11,   59,   10,   49,   10,   48,    0,   56,   10,   60,    0,   41,   11,   55,    0,   50,   11,   64
 832,   11,   57,    1,   46,    1,   16,   11,   59,    0,   40,   11,   54,   10,   46,   10,   45,   10,   65,   11,   58,    0,   30,    0,   27,    0,   60,   10,   55,   11,   56,   11,   60,    1,   49,   11,   59,    0,   49,   11,   65
 833,   10,   56,   10,   63,   10,   61,    1,   29,   10,   44,    0,   38,    0,   39,   10,   37,   11,   56,    0,   56,    1,   48,   10,   62,    0,   44,    1,   57,    0,   19,   10,   52,    0,   43,    1,   20,   11,   58,   10,   47
 834,   10,   48,   10,   58,   11,   57,    1,   15,    0,   20,    0,   61,   11,   57,    1,   52,    1,   13,   11,   54,   11,   60,    1,   50,   11,   65,   10,   47,    0,   37,    0,   45,    0,   58,   10,   48,   10,   65,    0,   44
 835,   11,   62,   10,   65,   11,   63,   10,   41,   10,   37,   10,   42,    0,   18,   10,   60,   10,   60,   11,   62,    0,   54,    0,   57,   10,   45,    0,   40,    0,   57,    1,   65,   10,   45,    1,   24,   10,   59,    0,   23
 836,    0,   37,    0,   56,    1,   57,    0,   54,   11,   65,   11,   59,    0,   30,   11,   56,   10,   58,    0,   47,   11,   61,   10,   43,    1,   26,    1,   53,   11,   55,   11,   57,   10,   60,    0,   27,    0,   46,    1,   21
 837,   11,   57,    0,   59,   10,   51,    1,   13,    0,   54,    1,   15,   11,   65,   11,   56,    0,   65,    1,   35,   10,   64,   11,   60,    0,   18,   10,   57,   11,   54,    1,   57,    0,   58,    0,   29,    1,   49,   11,   54
 838,    0,   52,   10,   37,    0,   40,    1,   40,    0,   63,   11,   65,    0,   28,   10,   57,   10,   41,   11,   55,   11,   56,    0,   40,   11,   58,   11,   55,    0,   42,   11,   60,    1,   48,    0,   54,   11,   55,   11,   62
 839,   10,   49,   10,   63,   10,   48,    0,   54,   11,   54,    1,   57,   10,   54,   11,   65,    0,   64,    1,   12,   10,   36,    1,   39,   11,   65,    0,   48,   10,   55,    0,   20,   11,   57,    1,   19,    0,   38,   10,   39
 840,   10,   44,   10,   39,   10,   53,   11,   57,   11,   58,   10,   41,    1,   19,    1,   39,   10,   49,   10,   42,    1,   20,   11,   61,   10,   64,   11,   56,    0,   22,   11,   55,    0,   37,    0,   28,   11,   61,   11,   63
 841,    0,   30,    0,   37,   11,   54,    0,   51,   11,   58,    0,   65,    1,   15,    0,   28,    0,   36,    0,   63,   10,   43,    1,   47,   10,   47,    1,   62,    0,   32,    1,   29,    0,   53,    0,   57,    0,   62,   10,   54
 842,   11,   63,   10,   59,    0,   31,   11,   54,   10,   47,   11,   60,   11,   58,    1,   31,   11,   63,    1,   65,    0,   22,    1,   16,    1,   58,    1,   57,   11,   61,    0,   21,   10,   45,   10,   56,    0,   48,    0,   48
 843,    0,   38,   11,   54,    1,   43,    0,   27,   11,   60,   11,   62,    1,   19,   10,   51,    1,   54,   10,   63,   11,   56,    0,   39,    0,   58,   10,   38,   10,   55,   11,   58,   10,   53,   11,   64,   11,   64,   11,   58
 844,    1,   35,    1,   16,    0,   24,    1,   55,    0,   25,   10,   41,    1,   19,   10,   62,    1,   65,   11,   65,   11,   57,   11,   58,    0,   39,    1,   45,   10,   49,    1,   32,    1,   65,   10,   49,   10,   46,   10,   46
 845,    1,   58,   10,   45,   11,   64,   11,   64,   11,   55,   10,   59,    0,   33,    1,   57,    0,   20,    1,   22,   10,   45,   11,   54,   10,   40,    0,   65,   10,   40,    0,   34,    0,   30,   10,   36,    0,   58,   10,   58
 846,    0,   61,    0,   57,   11,   56,   10,   58,    0,   41,    0,   50,    1,   45,    0,   53,   11,   62,    1,   58,    1,   57,    0,   50,   10,   39,    0,   32,    1,   57,    0,   49,   11,   55,    0,   30,   10,   42,   11,   59
 847,    0,   27,    1,   46,    0,   19,   10,   38,   10,   60,   10,   47,    0,   31,    0,   36,    1,   16,   11,   58,   11,   62,   10,   49,   10,   40,   10,   61,    0,   19,    0,   57,    0,   54,   10,   40,   10,   63,   11,   56
 848,    1,   48,    0,   31,   10,   41,   10,   45,   10,   50,    0,   43,    1,   25,   10,   58,    0,   52,   11,   65,    0,   39,    1,   55,   11,   58,   11,   60,   11,   54,   10,   51,    0,   19,    0,   36,   10,   44,    0,   58
 849,    1,   17,   11,   55,   10,   46,   10,   61,    0,   46,   11,   65,   11,   60,    1,   46,    0,   59,    0,   25,   10,   62,   11,   55,    0,   20,    1,   53,   11,   60,    0,   57,    0,   38,   11,   59,   11,   64,    1,   45
 850,    0,   63,    1,   16,    0,   34,   10,   60,    1,   64,    1,   15,   10,   46,    0,   45,   11,   63,   11,   55,   10,   64,    1,   18,    1,   17,    1,   41,   11,   57,    0,   60,    0,   63,    0,   35,    1,   21,   11,   59
 851,   11,   64,   10,   58,   11,   60,   11,   55,   11,   65,    0,   51,    1,   40,   11,   63,   10,   60,    1,   38,    0,   31,    1,   16,   11,   56,   10,   38,    1,   13,    0,   35,    0,   21,   11,   64,    0,   34,    1,   55
 852,   10,   46,   11,   64,   11,   55,   11,   59,    1,   17,    1,   41,    1,   28,    1,   41,    1,   21,    1,   17,    1,   45,    0,   33,    0,   53,   10,   59,    0,   48,    0,   42,    0,   55,    1,   37,   11,   61,    1,   38
 853,   10,   37,    0,   44,   11,   62,    0,   46,   10,   52,    0,   26,   11,   59,   10,   49,   10,   57,    1,   12,   10,   63,   11,   58,    0,   22,    1,   55,   10,   44,    1,   42,   11,   58,   11,   64,    1,   17,   11,   58
 854,   11,   63,    0,   54,    0,   63,   10,   58,   11,   62,    0,   53,   11,   63,   10,   63,    0,   45,    0,   33,   11,   59,    0,   56,    1,   60,    1,   25,    1,   20,    0,   43,    1,   61,    1,   39,    0,   61,    0,   61
 855,    0,   22,   11,   61,   11,   63,    1,   21,    0,   64,    0,   48,   10,   65,    0,   58,   11,   63,   11,   64,   11,   65,   10,   56,   11,   56,    0,   56,    1,   32,   11,   57,    1,   17,    1,   48,   10,   57,    0,   20
 856,    0,   61,    0,   47,    1,   50,    1,   12,   11,   61,    0,   32,   11,   55,    0,   64,    0,   49,   10,   52,   10,   44,    1,   20,   11,   56,   10,   56,   11,   65,   11,   60,    1,   46,    1,   57,    0,   27,   10,   60
 857,   11,   61,    1,   51,    0,   60,   10,   50,    1,   57,    1,   48,    1,   51,    0,   20,    0,   61,    1,   37,    0,   38,    0,   33,   11,   59,   10,   64,    1,   51,   10,   36,   11,   57,   11,   62,   11,   63,   11,   61
 858,    0,   19,   10,   52,    0,   45,   11,   60,   11,   63,    1,   23,    0,   20,    0,   51,   11,   63,   10,   43,   10,   60,   10,   52,   10,   65,    1,   29,   10,   44,   10,   55,    0,   48,    0,   47,    0,   57,    1,   40
 859,    0,   35,   11,   60,   11,   62,    1,   48,   10,   36,    0,   42,   10,   45,    1,   13,   10,   45,    1,   41,    1,   52,    0,   35,    1,   23,    1,   12,    0,   55,   11,   63,   10,   46,    0,   52,   10,   55,   11,   54
 860,    1,   23,   11,   55,   10,   39,    1,   54,    0,   40,   11,   59,   10,   54,    0,   42,    0,   20,    1,   24,    0,   55,   11,   55,   10,   51,   10,   38,   10,   55,    0,   59,   10,   47,    0,   39,    1,   17,    0,   36
 861,   11,   60,   11,   58,   10,   61,   11,   62,   11,   65,    0,   31,    1,   24,    0,   59,   11,   57,    0,   52,   11,   65,   11,   59,    1,   64,   11,   65,   10,   58,   10,   48,    0,   52,   10,   52,    0,   31,    0,   60
 862,   10,   53,    0,   49,    1,   39,   10,   49,   10,   61,   10,   40,    0,   60,   11,   65,    1,   43,    1,   52,    0,   48,   11,   55,   10,   61,   10,   47,    0,   37,   11,   62,   11,   59,    0,   38,    1,   17,   11,   57
